#name=basidiomycota_odb10
#domain=eukaryota
#creation_date=2020-09-10
#number_of_BUSCOs=1764
#number_of_species=133
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
33846at5204	Septin	https://www.orthodb.org/v10?query=33846at5204
41180at5204	DnaJ domain	https://www.orthodb.org/v10?query=41180at5204
50848at5204	PQ-loop-domain-containing protein	https://www.orthodb.org/v10?query=50848at5204
50802at5204	terpenoid cyclases/Protein prenyltransferase	https://www.orthodb.org/v10?query=50802at5204
216at5204	CCR4-NOT transcription complex subunit 1	https://www.orthodb.org/v10?query=216at5204
44269at5204	cytoplasmic protein	https://www.orthodb.org/v10?query=44269at5204
7381at5204	Glutamine-dependent NAD(+) synthetase	https://www.orthodb.org/v10?query=7381at5204
7189at5204	DNA topoisomerase	https://www.orthodb.org/v10?query=7189at5204
29246at5204	Far11/STRP, N-terminal	https://www.orthodb.org/v10?query=29246at5204
15822at5204	tryptophanyl-tRNA synthetase	https://www.orthodb.org/v10?query=15822at5204
4991at5204	Dipeptidylpeptidase IV, N-terminal domain	https://www.orthodb.org/v10?query=4991at5204
22226at5204	Lysophospholipid acyltransferase	https://www.orthodb.org/v10?query=22226at5204
19221at5204	RINT-1 family protein	https://www.orthodb.org/v10?query=19221at5204
29638at5204	Glycogen synthase kinase	https://www.orthodb.org/v10?query=29638at5204
3391at5204	rho GTPase activator	https://www.orthodb.org/v10?query=3391at5204
69950at5204	Ribosomal protein S15	https://www.orthodb.org/v10?query=69950at5204
33448at5204	Serine/threonine-protein phosphatase	https://www.orthodb.org/v10?query=33448at5204
22924at5204	Amidophosphoribosyltransferase	https://www.orthodb.org/v10?query=22924at5204
51342at5204	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=51342at5204
13732at5204	Sec1-like protein	https://www.orthodb.org/v10?query=13732at5204
6476at5204	ATP-dependent helicase, C-terminal	https://www.orthodb.org/v10?query=6476at5204
52463at5204	SGF29 tudor-like domain	https://www.orthodb.org/v10?query=52463at5204
15788at5204	FAS1 domain	https://www.orthodb.org/v10?query=15788at5204
70844at5204	Proteasome subunit beta type	https://www.orthodb.org/v10?query=70844at5204
71405at5204	RNA cap guanine-N2 methyltransferase	https://www.orthodb.org/v10?query=71405at5204
83144at5204	NUDIX hydrolase domain	https://www.orthodb.org/v10?query=83144at5204
25145at5204	Chromatin assembly factor 1 subunit A	https://www.orthodb.org/v10?query=25145at5204
46601at5204	Ribonuclease H superfamily	https://www.orthodb.org/v10?query=46601at5204
15993at5204	Cwf19-like, C-terminal domain-1	https://www.orthodb.org/v10?query=15993at5204
15240at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=15240at5204
73435at5204	3-hydroxyanthranilate 3,4-dioxygenase	https://www.orthodb.org/v10?query=73435at5204
88660at5204	U6 snRNA phosphodiesterase	https://www.orthodb.org/v10?query=88660at5204
80465at5204	Nascent polypeptide-associated complex subunit beta	https://www.orthodb.org/v10?query=80465at5204
1752at5204	Ankyrin repeat-containing domain	https://www.orthodb.org/v10?query=1752at5204
14295at5204	phenylalanyl-tRNA synthetase	https://www.orthodb.org/v10?query=14295at5204
46943at5204	kinase-like protein	https://www.orthodb.org/v10?query=46943at5204
35798at5204	Deoxyhypusine synthase	https://www.orthodb.org/v10?query=35798at5204
24615at5204	Mitogen-activated protein kinase	https://www.orthodb.org/v10?query=24615at5204
53186at5204	Protein phosphatase methylesterase 1	https://www.orthodb.org/v10?query=53186at5204
11882at5204	alkaline phosphatase-like protein	https://www.orthodb.org/v10?query=11882at5204
40524at5204	mitochondrial carrier	https://www.orthodb.org/v10?query=40524at5204
75944at5204	AP complex subunit sigma	https://www.orthodb.org/v10?query=75944at5204
20678at5204	COG complex component	https://www.orthodb.org/v10?query=20678at5204
18120at5204	SET domain-containing protein	https://www.orthodb.org/v10?query=18120at5204
9531at5204	DNA helicase	https://www.orthodb.org/v10?query=9531at5204
74348at5204	XPC-binding domain	https://www.orthodb.org/v10?query=74348at5204
80978at5204	Ribosomal protein L19	https://www.orthodb.org/v10?query=80978at5204
11981at5204	Serine/threonine-protein kinase	https://www.orthodb.org/v10?query=11981at5204
45853at5204	Cytochrome c-like domain	https://www.orthodb.org/v10?query=45853at5204
61316at5204	NADH-ubiquinone oxidoreductase 20 kDa subunit	https://www.orthodb.org/v10?query=61316at5204
59501at5204	ubiquitin thioesterase OTU1	https://www.orthodb.org/v10?query=59501at5204
24619at5204	Sda1	https://www.orthodb.org/v10?query=24619at5204
1341at5204	Transcription elongation factor Spt6	https://www.orthodb.org/v10?query=1341at5204
32548at5204	Glutathione reductase	https://www.orthodb.org/v10?query=32548at5204
71121at5204	EB1, C-terminal	https://www.orthodb.org/v10?query=71121at5204
95640at5204	signal recognition particle, SRP9/SRP14 subunit	https://www.orthodb.org/v10?query=95640at5204
61872at5204	Leucine-rich repeat	https://www.orthodb.org/v10?query=61872at5204
75781at5204	ribosomal protein L13	https://www.orthodb.org/v10?query=75781at5204
67697at5204	Pre-mRNA-splicing factor CWC2	https://www.orthodb.org/v10?query=67697at5204
84942at5204	bacterial bifunctional deaminase-reductase	https://www.orthodb.org/v10?query=84942at5204
54810at5204	Eukaryotic translation initiation factor 3 subunit F	https://www.orthodb.org/v10?query=54810at5204
69481at5204	Integral membrane protein SYS1-related	https://www.orthodb.org/v10?query=69481at5204
20570at5204	splicing factor 3A subunit 3	https://www.orthodb.org/v10?query=20570at5204
54196at5204	mitochondrial genome maintenance MGM101	https://www.orthodb.org/v10?query=54196at5204
81222at5204	mRNA stability protein	https://www.orthodb.org/v10?query=81222at5204
72009at5204	Actin-related protein 2/3 complex subunit 4	https://www.orthodb.org/v10?query=72009at5204
79352at5204	nadh-ubiquinone oxidoreductase 213 kda subunit	https://www.orthodb.org/v10?query=79352at5204
8977at5204	PX-associated domain	https://www.orthodb.org/v10?query=8977at5204
77331at5204	Putative vacuole fusion, non-autophagic-related protein	https://www.orthodb.org/v10?query=77331at5204
57893at5204	Chitin synthase export chaperone	https://www.orthodb.org/v10?query=57893at5204
57255at5204	MRG	https://www.orthodb.org/v10?query=57255at5204
78459at5204	ribosomal protein L13e	https://www.orthodb.org/v10?query=78459at5204
57435at5204	NADH:ubiquinone oxidoreductase, 30kDa subunit	https://www.orthodb.org/v10?query=57435at5204
19752at5204	Topoisomerase II-associated protein PAT1	https://www.orthodb.org/v10?query=19752at5204
75194at5204	Ubiquitin-conjugating enzyme E2 W	https://www.orthodb.org/v10?query=75194at5204
65571at5204	TatSF1-like	https://www.orthodb.org/v10?query=65571at5204
29088at5204	Actin-related protein 2/3 complex subunit	https://www.orthodb.org/v10?query=29088at5204
86723at5204	small nuclear ribonucleoprotein D3	https://www.orthodb.org/v10?query=86723at5204
31963at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=31963at5204
9250at5204	chromatin structure-remodeling complex subunit RSC9	https://www.orthodb.org/v10?query=9250at5204
27251at5204	POP1-domain-containing protein	https://www.orthodb.org/v10?query=27251at5204
90285at5204	FeS cluster biogenesis	https://www.orthodb.org/v10?query=90285at5204
55386at5204	syntaxin 18	https://www.orthodb.org/v10?query=55386at5204
70559at5204	nuclear movement protein nudC	https://www.orthodb.org/v10?query=70559at5204
37113at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=37113at5204
7134at5204	glycosyltransferase family 2 protein	https://www.orthodb.org/v10?query=7134at5204
71803at5204	AMMECR1	https://www.orthodb.org/v10?query=71803at5204
36737at5204	Phosphatidic acid phosphatase type 2/haloperoxidase	https://www.orthodb.org/v10?query=36737at5204
41747at5204	3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal	https://www.orthodb.org/v10?query=41747at5204
36930at5204	MT-A70-domain-containing protein	https://www.orthodb.org/v10?query=36930at5204
37360at5204	NADPH	https://www.orthodb.org/v10?query=37360at5204
34196at5204	tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6	https://www.orthodb.org/v10?query=34196at5204
48210at5204	COP9 signalosome complex subunit 12	https://www.orthodb.org/v10?query=48210at5204
79824at5204	Ribosomal protein L21e	https://www.orthodb.org/v10?query=79824at5204
28437at5204	tRNA-splicing endonuclease, subunit Sen54	https://www.orthodb.org/v10?query=28437at5204
7704at5204	RGS domain	https://www.orthodb.org/v10?query=7704at5204
33463at5204	actin binding protein	https://www.orthodb.org/v10?query=33463at5204
33768at5204	Acyl-CoA dehydrogenase/oxidase, N-terminal	https://www.orthodb.org/v10?query=33768at5204
3234at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=3234at5204
72622at5204	n-acetyltransferase 5	https://www.orthodb.org/v10?query=72622at5204
27817at5204	anthranilate synthase component	https://www.orthodb.org/v10?query=27817at5204
9213at5204	Pre-mRNA-processing factor 6	https://www.orthodb.org/v10?query=9213at5204
12980at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=12980at5204
81669at5204	Glutaredoxin	https://www.orthodb.org/v10?query=81669at5204
43920at5204	Mitochondrial matrix Mmp37	https://www.orthodb.org/v10?query=43920at5204
84248at5204	bola-like protein	https://www.orthodb.org/v10?query=84248at5204
10022at5204	inositol/phosphatidylinositol phosphatase	https://www.orthodb.org/v10?query=10022at5204
30258at5204	CCR4-NOT complex subunit 2/3/5, N-terminal domain superfamily	https://www.orthodb.org/v10?query=30258at5204
4128at5204	Vacuolar protein sorting-associated protein 35	https://www.orthodb.org/v10?query=4128at5204
34229at5204	26S Proteasome regulatory subunit 6B	https://www.orthodb.org/v10?query=34229at5204
63163at5204	NADH-quinone oxidoreductase	https://www.orthodb.org/v10?query=63163at5204
6568at5204	glutamate-tRNA ligase	https://www.orthodb.org/v10?query=6568at5204
80241at5204	ATP synthase, F1 complex, delta/epsilon subunit	https://www.orthodb.org/v10?query=80241at5204
92975at5204	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=92975at5204
46049at5204	Mov34-domain-containing protein	https://www.orthodb.org/v10?query=46049at5204
21208at5204	membrane protein	https://www.orthodb.org/v10?query=21208at5204
66266at5204	mitochondrial carrier	https://www.orthodb.org/v10?query=66266at5204
27891at5204	DNA polymerase, Y-family, little finger domain	https://www.orthodb.org/v10?query=27891at5204
44301at5204	DUF383-domain-containing protein	https://www.orthodb.org/v10?query=44301at5204
81138at5204	Protein transport protein BOS1	https://www.orthodb.org/v10?query=81138at5204
33495at5204	Serine/threonine-protein kinase RIO1	https://www.orthodb.org/v10?query=33495at5204
86750at5204	ribosomal protein S19	https://www.orthodb.org/v10?query=86750at5204
59860at5204	pyridoxal phosphate phosphatase phospho2	https://www.orthodb.org/v10?query=59860at5204
17514at5204	ScpA-like, C-terminal	https://www.orthodb.org/v10?query=17514at5204
4444at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=4444at5204
28931at5204	Histone-lysine N-methyltransferase, H3 lysine-79 specific	https://www.orthodb.org/v10?query=28931at5204
82138at5204	Actin-related protein 2/3 complex subunit 5	https://www.orthodb.org/v10?query=82138at5204
55023at5204	williams-Beuren syndrome critical region protein 22	https://www.orthodb.org/v10?query=55023at5204
61800at5204	kinase-like protein	https://www.orthodb.org/v10?query=61800at5204
72267at5204	uba domain-containing protein ucp14	https://www.orthodb.org/v10?query=72267at5204
2508at5204	GPI inositol-deacylase	https://www.orthodb.org/v10?query=2508at5204
3271at5204	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	https://www.orthodb.org/v10?query=3271at5204
32342at5204	phosphomethylpyrimidine kinase	https://www.orthodb.org/v10?query=32342at5204
20392at5204	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=20392at5204
45900at5204	putative dynactin subunit 2	https://www.orthodb.org/v10?query=45900at5204
26664at5204	26S Proteasome regulatory subunit 4	https://www.orthodb.org/v10?query=26664at5204
32180at5204	Peptidyl-prolyl cis-trans isomerase	https://www.orthodb.org/v10?query=32180at5204
7077at5204	Vacuolar membrane-associated protein IML1	https://www.orthodb.org/v10?query=7077at5204
45882at5204	endoplasmic reticulum-Golgi intermediate compartment protein 2	https://www.orthodb.org/v10?query=45882at5204
59154at5204	mitochondrial carrier	https://www.orthodb.org/v10?query=59154at5204
49790at5204	nuclear segregation protein Bfr1	https://www.orthodb.org/v10?query=49790at5204
24073at5204	Histone-lysine N-methyltransferase	https://www.orthodb.org/v10?query=24073at5204
58106at5204	phosphatase activator	https://www.orthodb.org/v10?query=58106at5204
80005at5204	Succinate dehydrogenase 	https://www.orthodb.org/v10?query=80005at5204
70850at5204	transport protein particle complex subunit	https://www.orthodb.org/v10?query=70850at5204
40365at5204	initiator tRNA phosphoribosyl transferase	https://www.orthodb.org/v10?query=40365at5204
84960at5204	Erg28-like protein	https://www.orthodb.org/v10?query=84960at5204
18547at5204	glycosyltransferase family 39 protein	https://www.orthodb.org/v10?query=18547at5204
79305at5204	ribosomal protein L14b/L23e	https://www.orthodb.org/v10?query=79305at5204
55360at5204	Translation initiation factor 2, alpha subunit	https://www.orthodb.org/v10?query=55360at5204
1231at5204	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=1231at5204
15581at5204	ARM repeat-containing protein	https://www.orthodb.org/v10?query=15581at5204
58176at5204	NAD(P)H-hydrate epimerase	https://www.orthodb.org/v10?query=58176at5204
20218at5204	Serine hydroxymethyltransferase	https://www.orthodb.org/v10?query=20218at5204
11502at5204	DUF625-domain-containing protein	https://www.orthodb.org/v10?query=11502at5204
70480at5204	EF-hand	https://www.orthodb.org/v10?query=70480at5204
39570at5204	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=39570at5204
25441at5204	U2 snRNP auxiliary factor large subunit	https://www.orthodb.org/v10?query=25441at5204
48062at5204	NUC153	https://www.orthodb.org/v10?query=48062at5204
32623at5204	thiolase	https://www.orthodb.org/v10?query=32623at5204
19113at5204	Dihydropteroate synthase	https://www.orthodb.org/v10?query=19113at5204
4769at5204	multidrug efflux transporter AcrB transmembrane domain-containing protein	https://www.orthodb.org/v10?query=4769at5204
6217at5204	Sec23/Sec24, helical domain	https://www.orthodb.org/v10?query=6217at5204
74899at5204	complex I intermediate-associated protein CIA30	https://www.orthodb.org/v10?query=74899at5204
80059at5204	trimeric LpxA-like protein	https://www.orthodb.org/v10?query=80059at5204
77980at5204	RNA polymerase	https://www.orthodb.org/v10?query=77980at5204
12982at5204	carnitine O-acetyltransferase	https://www.orthodb.org/v10?query=12982at5204
5562at5204	cobalamin-independent methionine synthase	https://www.orthodb.org/v10?query=5562at5204
34250at5204	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=34250at5204
49872at5204	BAR-domain-containing protein	https://www.orthodb.org/v10?query=49872at5204
74885at5204	template-activating factor I	https://www.orthodb.org/v10?query=74885at5204
5943at5204	Zn(2)-C6 fungal-type DNA-binding domain	https://www.orthodb.org/v10?query=5943at5204
27786at5204	DNA glycosylase	https://www.orthodb.org/v10?query=27786at5204
158at5204	carbamoyl-phosphate synthase	https://www.orthodb.org/v10?query=158at5204
42667at5204	cyclin-like protein	https://www.orthodb.org/v10?query=42667at5204
64250at5204	Gtr1/RagA G protein	https://www.orthodb.org/v10?query=64250at5204
60856at5204	ribosomal protein L5	https://www.orthodb.org/v10?query=60856at5204
64639at5204	spindle assembly checkpoint protein	https://www.orthodb.org/v10?query=64639at5204
17290at5204	cytoplasmic protein	https://www.orthodb.org/v10?query=17290at5204
5196at5204	Chloride channel protein	https://www.orthodb.org/v10?query=5196at5204
57440at5204	proteasome subunit	https://www.orthodb.org/v10?query=57440at5204
19766at5204	cysteine proteinase	https://www.orthodb.org/v10?query=19766at5204
33258at5204	phospholipid:diacylglycerol acyltransferase	https://www.orthodb.org/v10?query=33258at5204
45263at5204	pre-mRNA-processing protein 45	https://www.orthodb.org/v10?query=45263at5204
8155at5204	polyubiquitin-tagged protein recognition complex, Npl4 component	https://www.orthodb.org/v10?query=8155at5204
37038at5204	glycerol transporter	https://www.orthodb.org/v10?query=37038at5204
63710at5204	thioredoxin-like protein	https://www.orthodb.org/v10?query=63710at5204
2214at5204	ATP-dependent RNA helicase Ski2, C-terminal	https://www.orthodb.org/v10?query=2214at5204
39672at5204	Leucine-rich repeat, cysteine-containing subtype	https://www.orthodb.org/v10?query=39672at5204
289at5204	Phosphatidylinositol-4-phosphate 5-kinase, core	https://www.orthodb.org/v10?query=289at5204
71743at5204	U1 small nuclear ribonucleoprotein 70kDa	https://www.orthodb.org/v10?query=71743at5204
86094at5204	ribosomal protein L14	https://www.orthodb.org/v10?query=86094at5204
4013at5204	Protein HIR	https://www.orthodb.org/v10?query=4013at5204
36793at5204	Flap endonuclease 1	https://www.orthodb.org/v10?query=36793at5204
67645at5204	V-type ATPase subunit E	https://www.orthodb.org/v10?query=67645at5204
17091at5204	Pentulose kinase	https://www.orthodb.org/v10?query=17091at5204
61744at5204	Phosphoadenosine phosphosulfate reductase	https://www.orthodb.org/v10?query=61744at5204
34884at5204	pseudouridine synthase	https://www.orthodb.org/v10?query=34884at5204
7383at5204	Protein SEY1	https://www.orthodb.org/v10?query=7383at5204
21781at5204	Eukaryotic translation initiation factor 3 subunit D	https://www.orthodb.org/v10?query=21781at5204
93591at5204	protein translocase SEC6	https://www.orthodb.org/v10?query=93591at5204
47362at5204	Golgi phosphoprotein 3-like	https://www.orthodb.org/v10?query=47362at5204
41616at5204	DNA glycosylase	https://www.orthodb.org/v10?query=41616at5204
37911at5204	Dbl homology (DH) domain	https://www.orthodb.org/v10?query=37911at5204
7254at5204	Structural maintenance of chromosomes protein	https://www.orthodb.org/v10?query=7254at5204
71468at5204	Peroxin domain	https://www.orthodb.org/v10?query=71468at5204
40193at5204	Zinc finger, RING-type	https://www.orthodb.org/v10?query=40193at5204
16888at5204	HECT domain	https://www.orthodb.org/v10?query=16888at5204
62932at5204	GTP binding protein	https://www.orthodb.org/v10?query=62932at5204
38878at5204	integral membrane protein	https://www.orthodb.org/v10?query=38878at5204
17350at5204	vacuolar protein 8	https://www.orthodb.org/v10?query=17350at5204
57419at5204	HAD superfamily	https://www.orthodb.org/v10?query=57419at5204
63140at5204	cysteine proteinase	https://www.orthodb.org/v10?query=63140at5204
83433at5204	translation machinery-associated protein 16	https://www.orthodb.org/v10?query=83433at5204
57872at5204	short-chain dehydrogenase	https://www.orthodb.org/v10?query=57872at5204
42524at5204	farnesyl-diphosphate farnesyltransferase	https://www.orthodb.org/v10?query=42524at5204
64497at5204	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	https://www.orthodb.org/v10?query=64497at5204
75226at5204	chaperone regulator	https://www.orthodb.org/v10?query=75226at5204
41615at5204	CBS-domain-containing protein	https://www.orthodb.org/v10?query=41615at5204
52152at5204	Metallo-dependent phosphatase	https://www.orthodb.org/v10?query=52152at5204
83584at5204	Prefoldin beta-like protein	https://www.orthodb.org/v10?query=83584at5204
37068at5204	p-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=37068at5204
72886at5204	CGI121/TPRKB	https://www.orthodb.org/v10?query=72886at5204
55377at5204	nuclease	https://www.orthodb.org/v10?query=55377at5204
53149at5204	Nicotinate-nucleotide pyrophosphorylase 	https://www.orthodb.org/v10?query=53149at5204
15227at5204	Ubiquitinyl hydrolase 1	https://www.orthodb.org/v10?query=15227at5204
37753at5204	Biotin synthase	https://www.orthodb.org/v10?query=37753at5204
43860at5204	glutamate 5-kinase	https://www.orthodb.org/v10?query=43860at5204
22595at5204	SecY protein	https://www.orthodb.org/v10?query=22595at5204
85668at5204	ribosomal protein S12	https://www.orthodb.org/v10?query=85668at5204
5054at5204	Nucleoporin, Nup133/Nup155-like, C-terminal	https://www.orthodb.org/v10?query=5054at5204
21756at5204	Phosphatidylinositol 3-kinase VPS34	https://www.orthodb.org/v10?query=21756at5204
30267at5204	Vps16, C-terminal	https://www.orthodb.org/v10?query=30267at5204
44280at5204	rRNA adenine N(6)-methyltransferase	https://www.orthodb.org/v10?query=44280at5204
85624at5204	mRNA splicing factor	https://www.orthodb.org/v10?query=85624at5204
1264at5204	Serine/threonine-protein kinase	https://www.orthodb.org/v10?query=1264at5204
50215at5204	Translation Initiation factor eIF- 4e	https://www.orthodb.org/v10?query=50215at5204
53742at5204	ribosome biogenesis protein BRX1	https://www.orthodb.org/v10?query=53742at5204
10649at5204	RNA helicase	https://www.orthodb.org/v10?query=10649at5204
67354at5204	Proteasome component (PCI) domain	https://www.orthodb.org/v10?query=67354at5204
61936at5204	40S ribosomal protein S8	https://www.orthodb.org/v10?query=61936at5204
25001at5204	mitochondrial processing peptidase	https://www.orthodb.org/v10?query=25001at5204
48327at5204	Cytochrome b-c1 complex subunit Rieske, mitochondrial	https://www.orthodb.org/v10?query=48327at5204
68961at5204	mRNA triphosphatase CET1	https://www.orthodb.org/v10?query=68961at5204
10152at5204	Dbl homology (DH) domain	https://www.orthodb.org/v10?query=10152at5204
74816at5204	Eukaryotic translation initiation factor 5A	https://www.orthodb.org/v10?query=74816at5204
55820at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=55820at5204
59751at5204	RNA polymerase II associated factor Paf1	https://www.orthodb.org/v10?query=59751at5204
12572at5204	DUF590-domain-containing protein	https://www.orthodb.org/v10?query=12572at5204
67969at5204	Inosine triphosphate pyrophosphatase	https://www.orthodb.org/v10?query=67969at5204
55062at5204	Protein BCP1	https://www.orthodb.org/v10?query=55062at5204
3406at5204	LNS2-domain-containing protein	https://www.orthodb.org/v10?query=3406at5204
56184at5204	solute carrier family 35, member E1	https://www.orthodb.org/v10?query=56184at5204
54089at5204	Non-structural maintenance of chromosome element 4	https://www.orthodb.org/v10?query=54089at5204
59798at5204	cell cycle checkpoint	https://www.orthodb.org/v10?query=59798at5204
6059at5204	Urease	https://www.orthodb.org/v10?query=6059at5204
47645at5204	PIN domain-like protein	https://www.orthodb.org/v10?query=47645at5204
82127at5204	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	https://www.orthodb.org/v10?query=82127at5204
7351at5204	NADH dehydrogenase (quinone), G subunit	https://www.orthodb.org/v10?query=7351at5204
2566at5204	Lysophospholipase NTE1	https://www.orthodb.org/v10?query=2566at5204
27201at5204	Probable cytosolic iron-sulfur protein assembly protein 1	https://www.orthodb.org/v10?query=27201at5204
74211at5204	RNA-binding domain superfamily	https://www.orthodb.org/v10?query=74211at5204
49865at5204	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=49865at5204
32707at5204	NAD+ kinase activity	https://www.orthodb.org/v10?query=32707at5204
21323at5204	Sec1-like protein	https://www.orthodb.org/v10?query=21323at5204
19337at5204	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=19337at5204
68833at5204	cAMP-dependent protein kinase regulatory subunit	https://www.orthodb.org/v10?query=68833at5204
42685at5204	Cdc37	https://www.orthodb.org/v10?query=42685at5204
62354at5204	Imidazoleglycerol-phosphate dehydratase	https://www.orthodb.org/v10?query=62354at5204
31828at5204	TAP42-like protein	https://www.orthodb.org/v10?query=31828at5204
9909at5204	TFP11-domain-containing protein	https://www.orthodb.org/v10?query=9909at5204
33838at5204	mitochondrial NAD-homo-isocitrate dehydrogenase LysB	https://www.orthodb.org/v10?query=33838at5204
66032at5204	inorganic phosphate transporter	https://www.orthodb.org/v10?query=66032at5204
51915at5204	ribosomal protein L6	https://www.orthodb.org/v10?query=51915at5204
4429at5204	glycosyltransferase family 20 protein	https://www.orthodb.org/v10?query=4429at5204
33059at5204	Oxysterol-binding protein	https://www.orthodb.org/v10?query=33059at5204
64288at5204	GC-rich sequence DNA-binding factor	https://www.orthodb.org/v10?query=64288at5204
278at5204	Armadillo-type fold	https://www.orthodb.org/v10?query=278at5204
76574at5204	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8	https://www.orthodb.org/v10?query=76574at5204
67529at5204	eukaryotic type KH-domain (KH-domain type I)	https://www.orthodb.org/v10?query=67529at5204
63511at5204	GTP-binding protein	https://www.orthodb.org/v10?query=63511at5204
39788at5204	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=39788at5204
60319at5204	Manganese/iron superoxide dismutase, C-terminal	https://www.orthodb.org/v10?query=60319at5204
15254at5204	Homoaconitase, mitochondrial	https://www.orthodb.org/v10?query=15254at5204
213at5204	FMP27, SW domain	https://www.orthodb.org/v10?query=213at5204
58589at5204	Nucleolar protein 16	https://www.orthodb.org/v10?query=58589at5204
82865at5204	Ribosomal protein S17e	https://www.orthodb.org/v10?query=82865at5204
12253at5204	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=12253at5204
68446at5204	mitochondrial import protein Pam17	https://www.orthodb.org/v10?query=68446at5204
71807at5204	ERF1 methyltransferase catalytic subunit mtq2	https://www.orthodb.org/v10?query=71807at5204
74505at5204	Ribosomal protein S13/S15, N-terminal	https://www.orthodb.org/v10?query=74505at5204
47404at5204	ARM repeat-containing protein	https://www.orthodb.org/v10?query=47404at5204
69308at5204	cytochrome b5	https://www.orthodb.org/v10?query=69308at5204
73273at5204	ATP synthase subunit d, mitochondrial	https://www.orthodb.org/v10?query=73273at5204
2040at5204	nucleic acid-binding protein	https://www.orthodb.org/v10?query=2040at5204
71188at5204	ArfGap-domain-containing protein	https://www.orthodb.org/v10?query=71188at5204
67859at5204	Mitochondrial inner membrane protease ATP23	https://www.orthodb.org/v10?query=67859at5204
74508at5204	ubiquitin-conjugating enzyme 9	https://www.orthodb.org/v10?query=74508at5204
5072at5204	Ubiquitin conjugation factor E4	https://www.orthodb.org/v10?query=5072at5204
80956at5204	Ribosomal protein L23/L15e core domain superfamily	https://www.orthodb.org/v10?query=80956at5204
1705at5204	ATP-citrate synthase	https://www.orthodb.org/v10?query=1705at5204
27646at5204	CBF-domain-containing protein	https://www.orthodb.org/v10?query=27646at5204
71094at5204	membrane protein	https://www.orthodb.org/v10?query=71094at5204
479at5204	clathrin-coated vesicle protein	https://www.orthodb.org/v10?query=479at5204
54038at5204	Lunapark b isoform 1	https://www.orthodb.org/v10?query=54038at5204
68351at5204	GINS complex, subunit Psf3	https://www.orthodb.org/v10?query=68351at5204
18478at5204	glycosyltransferase family 20 protein	https://www.orthodb.org/v10?query=18478at5204
29386at5204	ATP-dependent RNA helicase FAL1	https://www.orthodb.org/v10?query=29386at5204
31492at5204	biotin-	https://www.orthodb.org/v10?query=31492at5204
29247at5204	actin binding protein	https://www.orthodb.org/v10?query=29247at5204
28900at5204	RNA helicase	https://www.orthodb.org/v10?query=28900at5204
49926at5204	mitochondrial carrier	https://www.orthodb.org/v10?query=49926at5204
5391at5204	threonine-tRNA ligase	https://www.orthodb.org/v10?query=5391at5204
42328at5204	DnaJ domain	https://www.orthodb.org/v10?query=42328at5204
61550at5204	S-formylglutathione hydrolase	https://www.orthodb.org/v10?query=61550at5204
21119at5204	Chloride channel protein	https://www.orthodb.org/v10?query=21119at5204
78928at5204	predicted protein	https://www.orthodb.org/v10?query=78928at5204
59521at5204	ribosomal protein L2	https://www.orthodb.org/v10?query=59521at5204
21067at5204	sphingolipid C9-methyltransferase	https://www.orthodb.org/v10?query=21067at5204
22346at5204	Eukaryotic translation initiation factor 2A	https://www.orthodb.org/v10?query=22346at5204
84235at5204	DnaJ-domain-containing protein	https://www.orthodb.org/v10?query=84235at5204
19366at5204	GroEL-like apical domain superfamily	https://www.orthodb.org/v10?query=19366at5204
77301at5204	Clathrin light chain	https://www.orthodb.org/v10?query=77301at5204
38197at5204	nucleotide exchange factors-like protein	https://www.orthodb.org/v10?query=38197at5204
15444at5204	Cleavage and polyadenylation specificity factor subunit 2	https://www.orthodb.org/v10?query=15444at5204
47964at5204	Diphthine synthase	https://www.orthodb.org/v10?query=47964at5204
