#name=fungi_odb10
#domain=eukaryota
#creation_date=2021-06-28
#number_of_BUSCOs=758
#number_of_species=549
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase	https://www.orthodb.org/v10?query=251158at4751
350840at4751	Isopentenyl-diphosphate delta-isomerase	https://www.orthodb.org/v10?query=350840at4751
292336at4751	Glycylpeptide N-tetradecanoyltransferase	https://www.orthodb.org/v10?query=292336at4751
46090at4751	ARM repeat-containing protein	https://www.orthodb.org/v10?query=46090at4751
457161at4751	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=457161at4751
91135at4751	Far11/STRP, C-terminal	https://www.orthodb.org/v10?query=91135at4751
20952at4751	multidrug efflux transporter AcrB transmembrane domain-containing protein	https://www.orthodb.org/v10?query=20952at4751
145178at4751	Topoisomerase 1-associated factor 1	https://www.orthodb.org/v10?query=145178at4751
103183at4751	DNA repair protein	https://www.orthodb.org/v10?query=103183at4751
384156at4751	ATP synthase subunit gamma	https://www.orthodb.org/v10?query=384156at4751
271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1	https://www.orthodb.org/v10?query=271511at4751
79262at4751	Electron transfer flavoprotein-ubiquinone oxidoreductase	https://www.orthodb.org/v10?query=79262at4751
129160at4751	T-complex protein 1 subunit zeta	https://www.orthodb.org/v10?query=129160at4751
181890at4751	Putative RNA polymerase II transcription factor B subunit 1	https://www.orthodb.org/v10?query=181890at4751
364123at4751	26S Proteasome non-ATPase regulatory subunit 6	https://www.orthodb.org/v10?query=364123at4751
186574at4751	Adenylosuccinate lyase	https://www.orthodb.org/v10?query=186574at4751
330533at4751	Xaa-pro dipeptidase app	https://www.orthodb.org/v10?query=330533at4751
434500at4751	Leucine-rich repeat	https://www.orthodb.org/v10?query=434500at4751
283177at4751	adenosylmethionine decarboxylase	https://www.orthodb.org/v10?query=283177at4751
237533at4751	ATPase, AAA-type, conserved site	https://www.orthodb.org/v10?query=237533at4751
337917at4751	ribosomal protein S15	https://www.orthodb.org/v10?query=337917at4751
75709at4751	Lysophospholipase NTE1	https://www.orthodb.org/v10?query=75709at4751
265302at4751	Nuclear protein SNF4	https://www.orthodb.org/v10?query=265302at4751
330815at4751	Translation initiation factor 2, alpha subunit	https://www.orthodb.org/v10?query=330815at4751
241079at4751	Adenylyl cyclase-associated protein	https://www.orthodb.org/v10?query=241079at4751
457544at4751	V-type ATPase subunit E	https://www.orthodb.org/v10?query=457544at4751
6592at4751	Sec7 domain	https://www.orthodb.org/v10?query=6592at4751
11140at4751	Protein dopey	https://www.orthodb.org/v10?query=11140at4751
233287at4751	ATP-dependent RNA helicase DBP5	https://www.orthodb.org/v10?query=233287at4751
435317at4751	DnaJ domain	https://www.orthodb.org/v10?query=435317at4751
241586at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=241586at4751
398968at4751	Trafficking protein particle complex subunit BET3	https://www.orthodb.org/v10?query=398968at4751
445401at4751	V-ATPase proteolipid subunit	https://www.orthodb.org/v10?query=445401at4751
393996at4751	Ribosomal protein L5	https://www.orthodb.org/v10?query=393996at4751
259883at4751	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=259883at4751
494at4751	Midasin	https://www.orthodb.org/v10?query=494at4751
402255at4751	F-actin capping protein beta subunit	https://www.orthodb.org/v10?query=402255at4751
281726at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=281726at4751
445954at4751	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site	https://www.orthodb.org/v10?query=445954at4751
276205at4751	Serine/threonine-protein phosphatase	https://www.orthodb.org/v10?query=276205at4751
430556at4751	Nucleoporin NUP88/NUP82	https://www.orthodb.org/v10?query=430556at4751
474320at4751	H/ACA ribonucleoprotein complex subunit 2	https://www.orthodb.org/v10?query=474320at4751
351482at4751	Prohibitin-2	https://www.orthodb.org/v10?query=351482at4751
73383at4751	DNA topoisomerase I	https://www.orthodb.org/v10?query=73383at4751
129326at4751	Putative nucleolar complex protein 14	https://www.orthodb.org/v10?query=129326at4751
196841at4751	Sulfate adenylyltransferase	https://www.orthodb.org/v10?query=196841at4751
418680at4751	Exosome complex exonuclease RRP41	https://www.orthodb.org/v10?query=418680at4751
436872at4751	Actin-related protein 2/3 complex subunit 3	https://www.orthodb.org/v10?query=436872at4751
224775at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=224775at4751
421687at4751	putative amino-acid N-acetyltransferase subunit Mak10	https://www.orthodb.org/v10?query=421687at4751
1866at4751	Glutamate synthase	https://www.orthodb.org/v10?query=1866at4751
428569at4751	Vacuolar protein sorting-associated protein 29	https://www.orthodb.org/v10?query=428569at4751
316920at4751	Lysophospholipid acyltransferase	https://www.orthodb.org/v10?query=316920at4751
125935at4751	tRNA-dihydrouridine(47) synthase 	https://www.orthodb.org/v10?query=125935at4751
190832at4751	PAN2-PAN3 deadenylation complex subunit PAN3	https://www.orthodb.org/v10?query=190832at4751
269580at4751	Protein HGH1 N-terminal	https://www.orthodb.org/v10?query=269580at4751
160995at4751	Eukaryotic translation initiation factor 2 subunit gamma	https://www.orthodb.org/v10?query=160995at4751
63635at4751	AP-2 complex subunit alpha	https://www.orthodb.org/v10?query=63635at4751
311254at4751	Nuclear segregation protein	https://www.orthodb.org/v10?query=311254at4751
404050at4751	DNA polymerase alpha/epsilon, subunit B	https://www.orthodb.org/v10?query=404050at4751
322254at4751	Histone acetyltransferase type B catalytic subunit	https://www.orthodb.org/v10?query=322254at4751
67399at4751	Glutamine-dependent NAD(+) synthetase	https://www.orthodb.org/v10?query=67399at4751
469452at4751	Ribosomal protein S5 domain 2-type fold	https://www.orthodb.org/v10?query=469452at4751
419048at4751	Synaptobrevin	https://www.orthodb.org/v10?query=419048at4751
372510at4751	transcription factor Tfb4	https://www.orthodb.org/v10?query=372510at4751
224804at4751	Actin-related protein 2/3 complex subunit	https://www.orthodb.org/v10?query=224804at4751
12812at4751	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=12812at4751
411677at4751	Rho GDP-dissociation inhibitor	https://www.orthodb.org/v10?query=411677at4751
200331at4751	TAP42-like protein	https://www.orthodb.org/v10?query=200331at4751
271781at4751	CTLH, C-terminal LisH motif	https://www.orthodb.org/v10?query=271781at4751
385343at4751	GTP cyclohydrolase II	https://www.orthodb.org/v10?query=385343at4751
170401at4751	Zinc finger, RING/FYVE/PHD-type	https://www.orthodb.org/v10?query=170401at4751
21651at4751	DNA topoisomerase 2	https://www.orthodb.org/v10?query=21651at4751
100957at4751	ARM repeat-containing protein	https://www.orthodb.org/v10?query=100957at4751
6186at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=6186at4751
412006at4751	60S ribosome subunit biogenesis protein NIP7	https://www.orthodb.org/v10?query=412006at4751
327884at4751	60S acidic ribosomal protein P0	https://www.orthodb.org/v10?query=327884at4751
31256at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=31256at4751
345661at4751	tRNA-splicing endonuclease subunit Sen2	https://www.orthodb.org/v10?query=345661at4751
235640at4751	26S proteasome non-ATPase regulatory subunit 12	https://www.orthodb.org/v10?query=235640at4751
86293at4751	Aldehyde dehydrogenase, glutamic acid active site	https://www.orthodb.org/v10?query=86293at4751
211634at4751	Homoisocitrate dehydrogenase	https://www.orthodb.org/v10?query=211634at4751
71046at4751	Vacuolar protein sorting-associated protein 35	https://www.orthodb.org/v10?query=71046at4751
76975at4751	Exocyst complex component Sec5	https://www.orthodb.org/v10?query=76975at4751
274828at4751	GPI-anchored wall transfer protein	https://www.orthodb.org/v10?query=274828at4751
231582at4751	NADPH	https://www.orthodb.org/v10?query=231582at4751
365270at4751	Cyclin-like protein	https://www.orthodb.org/v10?query=365270at4751
81295at4751	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	https://www.orthodb.org/v10?query=81295at4751
312950at4751	Cell division cycle protein 123	https://www.orthodb.org/v10?query=312950at4751
210986at4751	FACT complex subunit POB3	https://www.orthodb.org/v10?query=210986at4751
219492at4751	Cwf19-like, C-terminal domain-1	https://www.orthodb.org/v10?query=219492at4751
366595at4751	Dolichol-phosphate mannosyltransferase	https://www.orthodb.org/v10?query=366595at4751
371862at4751	Septum-promoting GTP-binding protein 1	https://www.orthodb.org/v10?query=371862at4751
483390at4751	V-type proton ATPase subunit F	https://www.orthodb.org/v10?query=483390at4751
320163at4751	Ribonuclease Nob1, eukaryote	https://www.orthodb.org/v10?query=320163at4751
410458at4751	RNA-binding S4 domain	https://www.orthodb.org/v10?query=410458at4751
235463at4751	Eukaryotic translation initiation factor 3 subunit I	https://www.orthodb.org/v10?query=235463at4751
11636at4751	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=11636at4751
420414at4751	GRASP55/65	https://www.orthodb.org/v10?query=420414at4751
176478at4751	CBF-domain-containing protein	https://www.orthodb.org/v10?query=176478at4751
36610at4751	Tubulin-specific chaperone D	https://www.orthodb.org/v10?query=36610at4751
197612at4751	WD40 repeat	https://www.orthodb.org/v10?query=197612at4751
354913at4751	von Willebrand factor A-like domain superfamily	https://www.orthodb.org/v10?query=354913at4751
4466at4751	Ribosomal protein L19	https://www.orthodb.org/v10?query=4466at4751
422151at4751	Ubiquitin-conjugating enzyme E2 2	https://www.orthodb.org/v10?query=422151at4751
416039at4751	Presequence translocated-associated motor subunit pam17	https://www.orthodb.org/v10?query=416039at4751
46918at4751	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=46918at4751
173995at4751	Probable cytosolic iron-sulfur protein assembly protein 1	https://www.orthodb.org/v10?query=173995at4751
454746at4751	SNF7 family protein	https://www.orthodb.org/v10?query=454746at4751
6812at4751	DNA polymerase epsilon catalytic subunit	https://www.orthodb.org/v10?query=6812at4751
22992at4751	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=22992at4751
204341at4751	Condensin complex subunit 2	https://www.orthodb.org/v10?query=204341at4751
143414at4751	Transcription factor 25	https://www.orthodb.org/v10?query=143414at4751
175136at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=175136at4751
378281at4751	Ribosomal protein L3	https://www.orthodb.org/v10?query=378281at4751
95253at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=95253at4751
171181at4751	Cytidine deaminase-like protein	https://www.orthodb.org/v10?query=171181at4751
389034at4751	rRNA 2'-O-methyltransferase fibrillarin	https://www.orthodb.org/v10?query=389034at4751
73477at4751	Vacuolar protein 8	https://www.orthodb.org/v10?query=73477at4751
396330at4751	UPF0016-domain-containing protein	https://www.orthodb.org/v10?query=396330at4751
262317at4751	Transcription factor TFIIB	https://www.orthodb.org/v10?query=262317at4751
377787at4751	Ribosomal protein S7 domain	https://www.orthodb.org/v10?query=377787at4751
293405at4751	Lipoyl synthase, mitochondrial	https://www.orthodb.org/v10?query=293405at4751
355525at4751	Leucine-rich repeat	https://www.orthodb.org/v10?query=355525at4751
308816at4751	Splicing factor 3a subunit 3	https://www.orthodb.org/v10?query=308816at4751
320777at4751	Translation initiation factor IF2/IF5	https://www.orthodb.org/v10?query=320777at4751
343717at4751	RNA polymerase III Rpc82, C -terminal	https://www.orthodb.org/v10?query=343717at4751
198234at4751	Conserved oligomeric Golgi complex subunit 3	https://www.orthodb.org/v10?query=198234at4751
464897at4751	RNA polymerase	https://www.orthodb.org/v10?query=464897at4751
191114at4751	Phenylalanyl-tRNA synthetase alpha chain	https://www.orthodb.org/v10?query=191114at4751
255378at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=255378at4751
118701at4751	Phosphatidylinositol 3-kinase VPS34	https://www.orthodb.org/v10?query=118701at4751
455110at4751	Iron-sulfur cluster assembly protein	https://www.orthodb.org/v10?query=455110at4751
488426at4751	Pre-mRNA-splicing factor cwc15	https://www.orthodb.org/v10?query=488426at4751
300016at4751	26S proteasome non-ATPase regulatory subunit 14	https://www.orthodb.org/v10?query=300016at4751
428774at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=428774at4751
458980at4751	Pre-mRNA-splicing factor 18	https://www.orthodb.org/v10?query=458980at4751
12959at4751	Sec7, C-terminal	https://www.orthodb.org/v10?query=12959at4751
174672at4751	tRNA guanosine-2'-O-methyltransferase	https://www.orthodb.org/v10?query=174672at4751
464772at4751	DUF572-domain-containing protein	https://www.orthodb.org/v10?query=464772at4751
217097at4751	kinase-like protein	https://www.orthodb.org/v10?query=217097at4751
160940at4751	Phosphoserine aminotransferase	https://www.orthodb.org/v10?query=160940at4751
75033at4751	RNA polymerase I-specific transcription initiation factor RRN3	https://www.orthodb.org/v10?query=75033at4751
488348at4751	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=488348at4751
449717at4751	Protein YIP	https://www.orthodb.org/v10?query=449717at4751
396097at4751	AVL9/DENND6 domain	https://www.orthodb.org/v10?query=396097at4751
172113at4751	Eukaryotic peptide chain release factor subunit 1	https://www.orthodb.org/v10?query=172113at4751
172363at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=172363at4751
21689at4751	WD40 repeat	https://www.orthodb.org/v10?query=21689at4751
356079at4751	DNA glycosylase	https://www.orthodb.org/v10?query=356079at4751
370952at4751	Ribosomal protein S3	https://www.orthodb.org/v10?query=370952at4751
428984at4751	BRCT domain	https://www.orthodb.org/v10?query=428984at4751
189573at4751	Coatomer subunit delta	https://www.orthodb.org/v10?query=189573at4751
145378at4751	Eukaryotic translation initiation factor 2A	https://www.orthodb.org/v10?query=145378at4751
229510at4751	tRNA (guanine(37)-N1)-methyltransferase	https://www.orthodb.org/v10?query=229510at4751
406793at4751	40S ribosomal protein S11	https://www.orthodb.org/v10?query=406793at4751
112646at4751	oligomeric Golgi complex subunit 6	https://www.orthodb.org/v10?query=112646at4751
117017at4751	Methionyl-tRNA synthetase	https://www.orthodb.org/v10?query=117017at4751
190475at4751	digestive organ expansion factor	https://www.orthodb.org/v10?query=190475at4751
204087at4751	Chorismate synthase	https://www.orthodb.org/v10?query=204087at4751
332876at4751	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=332876at4751
267556at4751	Mitochondrial matrix Mmp37	https://www.orthodb.org/v10?query=267556at4751
401387at4751	phosphopantothenate-cysteine ligase	https://www.orthodb.org/v10?query=401387at4751
417746at4751	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=417746at4751
449803at4751	Dephospho-CoA kinase	https://www.orthodb.org/v10?query=449803at4751
315799at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=315799at4751
416914at4751	XPC-binding domain	https://www.orthodb.org/v10?query=416914at4751
451701at4751	Mitochondrial ATPase complex subunit ATP10	https://www.orthodb.org/v10?query=451701at4751
186701at4751	Mad3/Bub1 homology region 1	https://www.orthodb.org/v10?query=186701at4751
87251at4751	Ribosomal RNA-processing protein 12	https://www.orthodb.org/v10?query=87251at4751
247129at4751	kinase-like protein	https://www.orthodb.org/v10?query=247129at4751
279020at4751	alpha-L RNA-binding motif-containing protein	https://www.orthodb.org/v10?query=279020at4751
210178at4751	Asparagine synthase	https://www.orthodb.org/v10?query=210178at4751
413850at4751	mitochondrial glyco protein	https://www.orthodb.org/v10?query=413850at4751
371674at4751	UPF0103-domain-containing protein	https://www.orthodb.org/v10?query=371674at4751
202089at4751	Mitochondrial import receptor subunit TOM40	https://www.orthodb.org/v10?query=202089at4751
13605at4751	clathrin-coated vesicle protein	https://www.orthodb.org/v10?query=13605at4751
168489at4751	Vacuolar import/degradation, Vid27-related	https://www.orthodb.org/v10?query=168489at4751
245900at4751	Phosphoglycerate kinase	https://www.orthodb.org/v10?query=245900at4751
138695at4751	Nucleolar GTP-binding protein 1	https://www.orthodb.org/v10?query=138695at4751
388229at4751	RNA polymerase, Rpb5, N-terminal	https://www.orthodb.org/v10?query=388229at4751
452573at4751	histone-fold-containing protein	https://www.orthodb.org/v10?query=452573at4751
65334at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=65334at4751
374350at4751	phosphatidylserine decarboxylase	https://www.orthodb.org/v10?query=374350at4751
352224at4751	yeats-domain-containing protein	https://www.orthodb.org/v10?query=352224at4751
240036at4751	Pescadillo homolog	https://www.orthodb.org/v10?query=240036at4751
58127at4751	K Homology domain, type 1	https://www.orthodb.org/v10?query=58127at4751
315551at4751	Delta-aminolevulinic acid dehydratase	https://www.orthodb.org/v10?query=315551at4751
468195at4751	Signal peptidase subunit 3	https://www.orthodb.org/v10?query=468195at4751
304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	https://www.orthodb.org/v10?query=304341at4751
251613at4751	AFG1-like ATPase	https://www.orthodb.org/v10?query=251613at4751
170297at4751	26S proteasome non-ATPase regulatory subunit 3	https://www.orthodb.org/v10?query=170297at4751
141273at4751	methionine-tRNA ligase	https://www.orthodb.org/v10?query=141273at4751
422622at4751	prefoldin, alpha subunit	https://www.orthodb.org/v10?query=422622at4751
349264at4751	Proteasome subunit beta type	https://www.orthodb.org/v10?query=349264at4751
207926at4751	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=207926at4751
229997at4751	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=229997at4751
353685at4751	ER membrane protein complex subunit 3	https://www.orthodb.org/v10?query=353685at4751
189234at4751	Ku70	https://www.orthodb.org/v10?query=189234at4751
399413at4751	riboflavin synthase, alpha subunit	https://www.orthodb.org/v10?query=399413at4751
417470at4751	Exocyst complex component EXO84	https://www.orthodb.org/v10?query=417470at4751
402005at4751	Protein RER1	https://www.orthodb.org/v10?query=402005at4751
196015at4751	putative rRNA pseudouridine synthase	https://www.orthodb.org/v10?query=196015at4751
217374at4751	Fructose-1,6-bisphosphatase	https://www.orthodb.org/v10?query=217374at4751
366635at4751	Matrin/U1-C-like, C2H2-type zinc finger	https://www.orthodb.org/v10?query=366635at4751
482337at4751	Pre-mRNA-splicing factor CWC26	https://www.orthodb.org/v10?query=482337at4751
434984at4751	U3 small nucleolar RNA-associated protein 11	https://www.orthodb.org/v10?query=434984at4751
323327at4751	Translation initiation factor eIF-2B subunit alpha	https://www.orthodb.org/v10?query=323327at4751
295937at4751	KRR1 small subunit processome component	https://www.orthodb.org/v10?query=295937at4751
297145at4751	TRAUB-domain-containing protein	https://www.orthodb.org/v10?query=297145at4751
231468at4751	Translation initiation factor eIF-2B subunit delta	https://www.orthodb.org/v10?query=231468at4751
107464at4751	Glucose-6-phosphate isomerase	https://www.orthodb.org/v10?query=107464at4751
67284at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=67284at4751
130062at4751	Importin-beta domain-containing protein	https://www.orthodb.org/v10?query=130062at4751
343196at4751	Ubiquitin-activating enzyme	https://www.orthodb.org/v10?query=343196at4751
334424at4751	rRNA adenine N(6)-methyltransferase	https://www.orthodb.org/v10?query=334424at4751
252314at4751	Uncharacterised protein family UPF0363	https://www.orthodb.org/v10?query=252314at4751
156073at4751	Zinc finger, RING-type	https://www.orthodb.org/v10?query=156073at4751
192135at4751	Rho GTPase activation protein	https://www.orthodb.org/v10?query=192135at4751
254717at4751	ATPase GET3	https://www.orthodb.org/v10?query=254717at4751
458554at4751	Trafficking protein particle complex subunit 2	https://www.orthodb.org/v10?query=458554at4751
228752at4751	Cdc37	https://www.orthodb.org/v10?query=228752at4751
34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal	https://www.orthodb.org/v10?query=34223at4751
408419at4751	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=408419at4751
233706at4751	tRNA-dihydrouridine synthase	https://www.orthodb.org/v10?query=233706at4751
63838at4751	AP complex subunit beta	https://www.orthodb.org/v10?query=63838at4751
312080at4751	Autophagy-related protein 3	https://www.orthodb.org/v10?query=312080at4751
61438at4751	Pep3/Vps18/deep orange	https://www.orthodb.org/v10?query=61438at4751
263390at4751	RNA polymerase II transcription factor B subunit 2	https://www.orthodb.org/v10?query=263390at4751
225918at4751	Mannosyltransferase	https://www.orthodb.org/v10?query=225918at4751
236504at4751	Protein phosphatase PP2A regulatory subunit B	https://www.orthodb.org/v10?query=236504at4751
473814at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2	https://www.orthodb.org/v10?query=473814at4751
474125at4751	Lunapark domain	https://www.orthodb.org/v10?query=474125at4751
187821at4751	GMP synthase	https://www.orthodb.org/v10?query=187821at4751
169381at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=169381at4751
150469at4751	T-complex protein 1 subunit beta	https://www.orthodb.org/v10?query=150469at4751
284176at4751	Pseudouridine synthase	https://www.orthodb.org/v10?query=284176at4751
125400at4751	RINT-1 family protein	https://www.orthodb.org/v10?query=125400at4751
225820at4751	Putative transferase CAF17, mitochondrial	https://www.orthodb.org/v10?query=225820at4751
22982at4751	isoleucine-tRNA ligase	https://www.orthodb.org/v10?query=22982at4751
142965at4751	GPI transamidase component GPI16	https://www.orthodb.org/v10?query=142965at4751
387347at4751	Exosome complex component CSL4	https://www.orthodb.org/v10?query=387347at4751
378256at4751	Exoribonuclease, PH domain 2 superfamily	https://www.orthodb.org/v10?query=378256at4751
25161at4751	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=25161at4751
26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	https://www.orthodb.org/v10?query=26329at4751
48708at4751	Leucyl-tRNA synthetase	https://www.orthodb.org/v10?query=48708at4751
326649at4751	Phosphoacetylglucosamine mutase	https://www.orthodb.org/v10?query=326649at4751
410986at4751	PIN domain	https://www.orthodb.org/v10?query=410986at4751
298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	https://www.orthodb.org/v10?query=298379at4751
66151at4751	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=66151at4751
454840at4751	Type 2A phosphatase activator TIP41	https://www.orthodb.org/v10?query=454840at4751
122507at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=122507at4751
79988at4751	Polynucleotide 5'-hydroxyl-kinase grc3	https://www.orthodb.org/v10?query=79988at4751
119833at4751	Histone-lysine N-methyltransferase	https://www.orthodb.org/v10?query=119833at4751
457951at4751	ribosomal protein L13	https://www.orthodb.org/v10?query=457951at4751
12258at4751	Phosphoribosylformylglycinamidine synthase	https://www.orthodb.org/v10?query=12258at4751
247065at4751	SNU66/SART1 family	https://www.orthodb.org/v10?query=247065at4751
247383at4751	Elongator complex protein 4	https://www.orthodb.org/v10?query=247383at4751
225321at4751	Actin family	https://www.orthodb.org/v10?query=225321at4751
359627at4751	Trafficking protein particle complex subunit	https://www.orthodb.org/v10?query=359627at4751
111189at4751	ATP-dependent RNA helicase DBP10	https://www.orthodb.org/v10?query=111189at4751
29512at4751	Importin alpha re-exporter	https://www.orthodb.org/v10?query=29512at4751
126519at4751	Imidazole glycerol phosphate synthase hisHF	https://www.orthodb.org/v10?query=126519at4751
379525at4751	coatomer zeta subunit	https://www.orthodb.org/v10?query=379525at4751
111022at4751	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	https://www.orthodb.org/v10?query=111022at4751
490719at4751	thioredoxin-like protein	https://www.orthodb.org/v10?query=490719at4751
43842at4751	Armadillo-type fold	https://www.orthodb.org/v10?query=43842at4751
163318at4751	Tetratricopeptide-like helical domain superfamily	https://www.orthodb.org/v10?query=163318at4751
191296at4751	Nuclear pore protein 84/107	https://www.orthodb.org/v10?query=191296at4751
78289at4751	Fimbrin	https://www.orthodb.org/v10?query=78289at4751
54919at4751	Cysteinyl-tRNA synthetase	https://www.orthodb.org/v10?query=54919at4751
432952at4751	Vacuolar-sorting protein SNF7	https://www.orthodb.org/v10?query=432952at4751
186138at4751	DNA primase	https://www.orthodb.org/v10?query=186138at4751
411754at4751	Splicing factor U2AF 23 kDa subunit	https://www.orthodb.org/v10?query=411754at4751
8406at4751	Transcription initiation factor TFIID subunit 2	https://www.orthodb.org/v10?query=8406at4751
359482at4751	vesicle transporter SEC22	https://www.orthodb.org/v10?query=359482at4751
98733at4751	threonyl-tRNA synthetase	https://www.orthodb.org/v10?query=98733at4751
185196at4751	Exocyst complex component SEC15	https://www.orthodb.org/v10?query=185196at4751
272081at4751	ribosomal protein S5 domain 2-like protein	https://www.orthodb.org/v10?query=272081at4751
299559at4751	Ribosome production factor 2	https://www.orthodb.org/v10?query=299559at4751
225351at4751	Nicotinate phosphoribosyltransferase	https://www.orthodb.org/v10?query=225351at4751
419667at4751	Peptidyl-prolyl cis-trans isomerase	https://www.orthodb.org/v10?query=419667at4751
451811at4751	Mitochondrial distribution and morphology protein 10	https://www.orthodb.org/v10?query=451811at4751
332036at4751	GPN-loop GTPase	https://www.orthodb.org/v10?query=332036at4751
322267at4751	ubiquitin carboxyl-terminal hydrolase	https://www.orthodb.org/v10?query=322267at4751
256318at4751	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=256318at4751
299054at4751	SNARE	https://www.orthodb.org/v10?query=299054at4751
81687at4751	asparagine synthase (glutamine-hydrolyzing)	https://www.orthodb.org/v10?query=81687at4751
284287at4751	Pseudouridine synthase	https://www.orthodb.org/v10?query=284287at4751
300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	https://www.orthodb.org/v10?query=300216at4751
103461at4751	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=103461at4751
271850at4751	N-acetylglucosaminyl transferase component	https://www.orthodb.org/v10?query=271850at4751
75976at4751	Calcium permease family membrane transporter	https://www.orthodb.org/v10?query=75976at4751
97141at4751	CDC45-like protein	https://www.orthodb.org/v10?query=97141at4751
258762at4751	Ribonuclease III	https://www.orthodb.org/v10?query=258762at4751
398592at4751	NUC153	https://www.orthodb.org/v10?query=398592at4751
216661at4751	Cytoplasmic tRNA 2-thiolation protein 1	https://www.orthodb.org/v10?query=216661at4751
176648at4751	chaperone DnaJ	https://www.orthodb.org/v10?query=176648at4751
355454at4751	Iron hydrogenase	https://www.orthodb.org/v10?query=355454at4751
315639at4751	Rhodanese-like domain	https://www.orthodb.org/v10?query=315639at4751
32164at4751	Importin beta-1 subunit	https://www.orthodb.org/v10?query=32164at4751
488857at4751	Clathrin light chain	https://www.orthodb.org/v10?query=488857at4751
357182at4751	DNA primase large subunit	https://www.orthodb.org/v10?query=357182at4751
332006at4751	SURF1-like protein	https://www.orthodb.org/v10?query=332006at4751
50835at4751	Alanine--tRNA ligase	https://www.orthodb.org/v10?query=50835at4751
259700at4751	RNA 3'-terminal phosphate cyclase	https://www.orthodb.org/v10?query=259700at4751
183801at4751	DNA-directed RNA polymerase III subunit RPC6	https://www.orthodb.org/v10?query=183801at4751
353991at4751	DnaJ domain	https://www.orthodb.org/v10?query=353991at4751
37028at4751	Cobalamin-independent methionine synthase	https://www.orthodb.org/v10?query=37028at4751
386220at4751	Pre-rRNA-processing protein PNO1	https://www.orthodb.org/v10?query=386220at4751
167290at4751	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=167290at4751
64002at4751	Transcription initiation factor TFIID subunit 1	https://www.orthodb.org/v10?query=64002at4751
423206at4751	Nuclear cap-binding protein subunit 2	https://www.orthodb.org/v10?query=423206at4751
477122at4751	Mitochondrial import inner membrane translocase subunit tim22	https://www.orthodb.org/v10?query=477122at4751
260722at4751	Deoxyhypusine synthase	https://www.orthodb.org/v10?query=260722at4751
372972at4751	tRNA (guanine-N(7)-)-methyltransferase	https://www.orthodb.org/v10?query=372972at4751
484323at4751	Prefoldin beta-like protein	https://www.orthodb.org/v10?query=484323at4751
235105at4751	UAA transporter	https://www.orthodb.org/v10?query=235105at4751
234548at4751	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain	https://www.orthodb.org/v10?query=234548at4751
