#name=ascomycota_odb10
#domain=eukaryota
#creation_date=2020-09-10
#number_of_BUSCOs=1706
#number_of_species=365
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
200670at4890	Sorting nexin-4	https://www.orthodb.org/v10?query=200670at4890
173130at4890	Dol-P-Man	https://www.orthodb.org/v10?query=173130at4890
41281at4890	Cation-transporting ATPase	https://www.orthodb.org/v10?query=41281at4890
349251at4890	SH3 domain	https://www.orthodb.org/v10?query=349251at4890
304016at4890	60S ribosome subunit biogenesis protein NIP7	https://www.orthodb.org/v10?query=304016at4890
300984at4890	Oligosaccharyltransferase subunit ribophorin II	https://www.orthodb.org/v10?query=300984at4890
139753at4890	Nuclear protein localization protein 4	https://www.orthodb.org/v10?query=139753at4890
281608at4890	glycosyltransferase family 34 protein	https://www.orthodb.org/v10?query=281608at4890
315202at4890	Peptidylprolyl isomerase	https://www.orthodb.org/v10?query=315202at4890
246092at4890	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=246092at4890
356998at4890	Mediator complex, subunit Med21	https://www.orthodb.org/v10?query=356998at4890
315211at4890	DNA replication complex GINS protein PSF1	https://www.orthodb.org/v10?query=315211at4890
263249at4890	Sec1-like protein	https://www.orthodb.org/v10?query=263249at4890
213892at4890	RNA-binding S4 domain	https://www.orthodb.org/v10?query=213892at4890
312391at4890	NEDD8-activating enzyme E1 regulatory subunit	https://www.orthodb.org/v10?query=312391at4890
340783at4890	Ribosomal protein/NADH dehydrogenase domain	https://www.orthodb.org/v10?query=340783at4890
89450at4890	Pescadillo homolog	https://www.orthodb.org/v10?query=89450at4890
328157at4890	Zinc finger, MIZ-type	https://www.orthodb.org/v10?query=328157at4890
6019at4890	Glycogen debranching enzyme	https://www.orthodb.org/v10?query=6019at4890
292337at4890	rRNA 2'-O-methyltransferase fibrillarin	https://www.orthodb.org/v10?query=292337at4890
149588at4890	Phosphatidic acid phosphatase type 2/haloperoxidase	https://www.orthodb.org/v10?query=149588at4890
291815at4890	GOLD domain	https://www.orthodb.org/v10?query=291815at4890
225267at4890	Mad3/Bub1 homology region 1	https://www.orthodb.org/v10?query=225267at4890
236419at4890	Pyridoxal phosphate-dependent transferase	https://www.orthodb.org/v10?query=236419at4890
238346at4890	N-end rule aminoacyl transferase	https://www.orthodb.org/v10?query=238346at4890
258191at4890	Metallo-dependent hydrolase	https://www.orthodb.org/v10?query=258191at4890
148603at4890	Nuclear pore complex protein	https://www.orthodb.org/v10?query=148603at4890
265363at4890	Tetratricopeptide-like helical domain superfamily	https://www.orthodb.org/v10?query=265363at4890
185828at4890	PAP/25A-associated	https://www.orthodb.org/v10?query=185828at4890
172926at4890	Enhancer of polycomb-like protein	https://www.orthodb.org/v10?query=172926at4890
284429at4890	Small GTPase superfamily, ARF/SAR type	https://www.orthodb.org/v10?query=284429at4890
108742at4890	Protein phosphatase PP2A regulatory subunit A	https://www.orthodb.org/v10?query=108742at4890
42727at4890	Condensin complex subunit 3	https://www.orthodb.org/v10?query=42727at4890
235054at4890	25S rRNA (Adenine(645)-N(1))-methyltransferase	https://www.orthodb.org/v10?query=235054at4890
38468at4890	DNA helicase	https://www.orthodb.org/v10?query=38468at4890
198657at4890	Protein kinase domain	https://www.orthodb.org/v10?query=198657at4890
254455at4890	Phosphoserine phosphatase	https://www.orthodb.org/v10?query=254455at4890
350796at4890	ribosomal protein S12	https://www.orthodb.org/v10?query=350796at4890
343291at4890	ATPase, OSCP/delta subunit	https://www.orthodb.org/v10?query=343291at4890
350969at4890	Translocation protein SEC62	https://www.orthodb.org/v10?query=350969at4890
10555at4890	Anaphase-promoting complex subunit 1	https://www.orthodb.org/v10?query=10555at4890
227005at4890	Tapt1 family	https://www.orthodb.org/v10?query=227005at4890
321114at4890	Prefoldin subunit 3	https://www.orthodb.org/v10?query=321114at4890
330398at4890	Golgi apparatus membrane protein TVP23	https://www.orthodb.org/v10?query=330398at4890
30243at4890	Mediator of RNA polymerase II transcription subunit 14	https://www.orthodb.org/v10?query=30243at4890
25328at4890	Importin beta-1 subunit	https://www.orthodb.org/v10?query=25328at4890
377at4890	Dynein heavy chain	https://www.orthodb.org/v10?query=377at4890
326957at4890	Transcription factor IWS1	https://www.orthodb.org/v10?query=326957at4890
293275at4890	Aminodeoxychorismate lyase	https://www.orthodb.org/v10?query=293275at4890
297335at4890	Luc7-related	https://www.orthodb.org/v10?query=297335at4890
56236at4890	Poly(A) polymerase	https://www.orthodb.org/v10?query=56236at4890
244385at4890	Eukaryotic translation initiation factor 5	https://www.orthodb.org/v10?query=244385at4890
161505at4890	Pre-mRNA-splicing factor clf1	https://www.orthodb.org/v10?query=161505at4890
233449at4890	Pumilio homology domain	https://www.orthodb.org/v10?query=233449at4890
114664at4890	AP-1 complex subunit gamma	https://www.orthodb.org/v10?query=114664at4890
9707at4890	Rho GTPase activation protein	https://www.orthodb.org/v10?query=9707at4890
27306at4890	DNA helicase	https://www.orthodb.org/v10?query=27306at4890
287439at4890	Orotate phosphoribosyltransferase	https://www.orthodb.org/v10?query=287439at4890
260411at4890	ubiquitin-like 1-activating enzyme E1 A	https://www.orthodb.org/v10?query=260411at4890
301222at4890	Adenylyl-sulfate kinase	https://www.orthodb.org/v10?query=301222at4890
357202at4890	Centromere protein Mis12	https://www.orthodb.org/v10?query=357202at4890
294790at4890	Heavy metal-associated domain, HMA	https://www.orthodb.org/v10?query=294790at4890
290629at4890	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain	https://www.orthodb.org/v10?query=290629at4890
196413at4890	Pre-mRNA-splicing factor prp46	https://www.orthodb.org/v10?query=196413at4890
326359at4890	Origin recognition complex subunit	https://www.orthodb.org/v10?query=326359at4890
258479at4890	kinase-like protein	https://www.orthodb.org/v10?query=258479at4890
343742at4890	ribonucleoprotein-associated protein	https://www.orthodb.org/v10?query=343742at4890
263105at4890	Cell differentiation protein rcd1	https://www.orthodb.org/v10?query=263105at4890
237745at4890	Histidinol-phosphatase	https://www.orthodb.org/v10?query=237745at4890
153858at4890	Conserved oligomeric Golgi complex subunit 3	https://www.orthodb.org/v10?query=153858at4890
11266at4890	MAP kinase kinase kinase	https://www.orthodb.org/v10?query=11266at4890
240811at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=240811at4890
361694at4890	Ribosome maturation protein SBDS, N-terminal	https://www.orthodb.org/v10?query=361694at4890
118835at4890	T-complex protein 1 subunit delta	https://www.orthodb.org/v10?query=118835at4890
324670at4890	4'-phosphopantetheinyl transferase domain	https://www.orthodb.org/v10?query=324670at4890
242389at4890	Ferrochelatase	https://www.orthodb.org/v10?query=242389at4890
176849at4890	Zinc finger, RanBP2-type	https://www.orthodb.org/v10?query=176849at4890
310289at4890	ERF1 methyltransferase catalytic subunit MTQ2	https://www.orthodb.org/v10?query=310289at4890
255380at4890	RWD domain	https://www.orthodb.org/v10?query=255380at4890
81484at4890	Secretory pathway Sec39	https://www.orthodb.org/v10?query=81484at4890
329365at4890	Cell cycle control protein cwf14	https://www.orthodb.org/v10?query=329365at4890
44600at4890	Transcription elongation factor SPT5	https://www.orthodb.org/v10?query=44600at4890
351030at4890	Proteasome maturation factor UMP1	https://www.orthodb.org/v10?query=351030at4890
349202at4890	Cytochrome c oxidase, subunit VIb	https://www.orthodb.org/v10?query=349202at4890
322849at4890	HIT-like domain	https://www.orthodb.org/v10?query=322849at4890
238074at4890	Ribosome biogenesis protein Kri1	https://www.orthodb.org/v10?query=238074at4890
204897at4890	FF domain	https://www.orthodb.org/v10?query=204897at4890
255986at4890	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	https://www.orthodb.org/v10?query=255986at4890
284017at4890	RNA polymerase, Rpb5, N-terminal	https://www.orthodb.org/v10?query=284017at4890
107271at4890	Mitochondrial carrier protein	https://www.orthodb.org/v10?query=107271at4890
313137at4890	GrpE nucleotide exchange factor	https://www.orthodb.org/v10?query=313137at4890
165262at4890	Methylenetetrahydrofolate dehydrogenase	https://www.orthodb.org/v10?query=165262at4890
213148at4890	Protein kinase domain	https://www.orthodb.org/v10?query=213148at4890
122826at4890	G-patch domain	https://www.orthodb.org/v10?query=122826at4890
52334at4890	Threonyl-tRNA synthetase	https://www.orthodb.org/v10?query=52334at4890
295749at4890	RNA-binding S4 domain	https://www.orthodb.org/v10?query=295749at4890
119154at4890	Alpha-1,3-glucosyltransferase	https://www.orthodb.org/v10?query=119154at4890
174610at4890	Mannosyltransferase	https://www.orthodb.org/v10?query=174610at4890
136816at4890	SWR1-complex protein 4	https://www.orthodb.org/v10?query=136816at4890
153270at4890	Mitochondrial carrier protein	https://www.orthodb.org/v10?query=153270at4890
314098at4890	40S ribosomal protein S7	https://www.orthodb.org/v10?query=314098at4890
174487at4890	AP endonuclease 1	https://www.orthodb.org/v10?query=174487at4890
343173at4890	D-aminoacyl-tRNA deacylase	https://www.orthodb.org/v10?query=343173at4890
62381at4890	Polynucleotide 5'-hydroxyl-kinase grc3	https://www.orthodb.org/v10?query=62381at4890
83901at4890	Phospholipid	https://www.orthodb.org/v10?query=83901at4890
68422at4890	T-complex protein 1 subunit alpha	https://www.orthodb.org/v10?query=68422at4890
321647at4890	DASH complex, subunit Spc34	https://www.orthodb.org/v10?query=321647at4890
26790at4890	Cleavage and polyadenylation specificity factor subunit 2	https://www.orthodb.org/v10?query=26790at4890
350170at4890	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=350170at4890
305650at4890	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=305650at4890
241877at4890	Protein kinase domain	https://www.orthodb.org/v10?query=241877at4890
55323at4890	Vacuolar protein sorting-associated protein 35	https://www.orthodb.org/v10?query=55323at4890
47289at4890	Sister chromatid cohesion protein	https://www.orthodb.org/v10?query=47289at4890
187942at4890	SNARE	https://www.orthodb.org/v10?query=187942at4890
27578at4890	Helicase, C-terminal	https://www.orthodb.org/v10?query=27578at4890
329601at4890	Low molecular weight phosphotyrosine protein phosphatase	https://www.orthodb.org/v10?query=329601at4890
338949at4890	osomolarity two-component system, phosphorelay intermediate protein YPD1	https://www.orthodb.org/v10?query=338949at4890
207433at4890	Nitrogen permease regulator 3	https://www.orthodb.org/v10?query=207433at4890
39224at4890	Non-specific serine/threonine protein kinase	https://www.orthodb.org/v10?query=39224at4890
47850at4890	Vacuolar protein sorting protein DigA	https://www.orthodb.org/v10?query=47850at4890
174641at4890	Protoporphyrinogen oxidase	https://www.orthodb.org/v10?query=174641at4890
136250at4890	Hydroxyethylthiazole kinase	https://www.orthodb.org/v10?query=136250at4890
171602at4890	Endoplasmic oxidoreductin-1	https://www.orthodb.org/v10?query=171602at4890
256718at4890	Choline kinase	https://www.orthodb.org/v10?query=256718at4890
369764at4890	Protein of unknown function DUF1770, fungi	https://www.orthodb.org/v10?query=369764at4890
258298at4890	Rabenosyn, Rab binding domain	https://www.orthodb.org/v10?query=258298at4890
169590at4890	Actin family	https://www.orthodb.org/v10?query=169590at4890
291505at4890	Trafficking protein particle complex subunit	https://www.orthodb.org/v10?query=291505at4890
114848at4890	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=114848at4890
208793at4890	Exoribonuclease, phosphorolytic domain 1	https://www.orthodb.org/v10?query=208793at4890
152044at4890	Exportin-T	https://www.orthodb.org/v10?query=152044at4890
221486at4890	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=221486at4890
369578at4890	Cytochrome c oxidase assembly protein	https://www.orthodb.org/v10?query=369578at4890
184868at4890	SH3 domain	https://www.orthodb.org/v10?query=184868at4890
319004at4890	Vacuolar protein sorting-associated protein 29	https://www.orthodb.org/v10?query=319004at4890
58801at4890	Vps53-like, N-terminal	https://www.orthodb.org/v10?query=58801at4890
326325at4890	tRNA (Uracil-5-)-methyltransferase TRM9	https://www.orthodb.org/v10?query=326325at4890
107546at4890	GroEL-like apical domain superfamily	https://www.orthodb.org/v10?query=107546at4890
153452at4890	Ribosomal RNA-processing protein 12	https://www.orthodb.org/v10?query=153452at4890
226844at4890	VPS9 domain	https://www.orthodb.org/v10?query=226844at4890
133279at4890	structural maintenance of chromosomes 5 smc5	https://www.orthodb.org/v10?query=133279at4890
220716at4890	RGS domain	https://www.orthodb.org/v10?query=220716at4890
358295at4890	Clathrin light chain	https://www.orthodb.org/v10?query=358295at4890
78526at4890	Proteasome component ECM29	https://www.orthodb.org/v10?query=78526at4890
310157at4890	Pyridoxamine 5'-phosphate oxidase	https://www.orthodb.org/v10?query=310157at4890
148406at4890	26S proteasome non-ATPase regulatory subunit 12	https://www.orthodb.org/v10?query=148406at4890
303111at4890	THUMP domain	https://www.orthodb.org/v10?query=303111at4890
298979at4890	Zinc finger, PHD-type	https://www.orthodb.org/v10?query=298979at4890
39674at4890	Eukaryotic translation initiation factor 3 subunit B	https://www.orthodb.org/v10?query=39674at4890
202487at4890	Proteasome subunit beta type	https://www.orthodb.org/v10?query=202487at4890
109719at4890	Uracil-DNA glycosylase	https://www.orthodb.org/v10?query=109719at4890
329029at4890	Ribosomal protein L23/L15e core domain superfamily	https://www.orthodb.org/v10?query=329029at4890
317125at4890	F-box domain	https://www.orthodb.org/v10?query=317125at4890
320889at4890	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=320889at4890
293265at4890	Ribulose-phosphate 3-epimerase	https://www.orthodb.org/v10?query=293265at4890
358349at4890	rRNA-processing protein EFG1	https://www.orthodb.org/v10?query=358349at4890
280182at4890	K Homology domain, type 1	https://www.orthodb.org/v10?query=280182at4890
320558at4890	cysteine proteinase	https://www.orthodb.org/v10?query=320558at4890
151072at4890	Replication factor C subunit 1	https://www.orthodb.org/v10?query=151072at4890
11622at4890	HECT domain	https://www.orthodb.org/v10?query=11622at4890
310390at4890	Mediator of RNA polymerase II transcription subunit 5	https://www.orthodb.org/v10?query=310390at4890
39029at4890	Vacuole morphology and inheritance protein 14	https://www.orthodb.org/v10?query=39029at4890
350404at4890	MICOS complex subunit MIC60	https://www.orthodb.org/v10?query=350404at4890
16998at4890	DNA polymerase	https://www.orthodb.org/v10?query=16998at4890
190179at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=190179at4890
93299at4890	ABC transporter ATP-binding protein ARB1	https://www.orthodb.org/v10?query=93299at4890
185517at4890	Heat shock 70 kd protein cognate 1	https://www.orthodb.org/v10?query=185517at4890
265011at4890	K Homology domain, type 1	https://www.orthodb.org/v10?query=265011at4890
36835at4890	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term	https://www.orthodb.org/v10?query=36835at4890
32318at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=32318at4890
206854at4890	Lysine methyltransferase	https://www.orthodb.org/v10?query=206854at4890
351502at4890	Vacuolar transporter chaperone 1	https://www.orthodb.org/v10?query=351502at4890
145932at4890	eukaryotic peptide chain release factor subunit 1	https://www.orthodb.org/v10?query=145932at4890
269857at4890	SURF1-like protein	https://www.orthodb.org/v10?query=269857at4890
144613at4890	serologically defined colon cancer antigen 1	https://www.orthodb.org/v10?query=144613at4890
45291at4890	GPI ethanolamine phosphate transferase 1	https://www.orthodb.org/v10?query=45291at4890
287330at4890	Atg6/Beclin	https://www.orthodb.org/v10?query=287330at4890
203109at4890	Gtr1/RagA G protein	https://www.orthodb.org/v10?query=203109at4890
208614at4890	N-acetylglucosaminyl transferase component	https://www.orthodb.org/v10?query=208614at4890
264844at4890	GPN-loop GTPase	https://www.orthodb.org/v10?query=264844at4890
59819at4890	Prephenate dehydrogenase	https://www.orthodb.org/v10?query=59819at4890
258855at4890	P-loop containing nucleoside triphosphate hydrolase	https://www.orthodb.org/v10?query=258855at4890
252783at4890	Pantoate-beta-alanine ligase	https://www.orthodb.org/v10?query=252783at4890
298061at4890	Vacuolar protein sorting-associated protein 28	https://www.orthodb.org/v10?query=298061at4890
285324at4890	60S acidic ribosomal protein P0	https://www.orthodb.org/v10?query=285324at4890
334382at4890	TPR domain-containing protein	https://www.orthodb.org/v10?query=334382at4890
215833at4890	Putative tRNA-specific adenosine deaminase	https://www.orthodb.org/v10?query=215833at4890
263988at4890	tRNA (guanine-N(7)-)-methyltransferase	https://www.orthodb.org/v10?query=263988at4890
254639at4890	Thiamine pyrophosphokinase	https://www.orthodb.org/v10?query=254639at4890
317397at4890	EB1, C-terminal	https://www.orthodb.org/v10?query=317397at4890
193378at4890	Aspartate-semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=193378at4890
281256at4890	tRNA A64-2'-O-ribosylphosphate transferase	https://www.orthodb.org/v10?query=281256at4890
235018at4890	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=235018at4890
52465at4890	Glutamine-dependent NAD(+) synthetase	https://www.orthodb.org/v10?query=52465at4890
334524at4890	E3 ubiquitin protein ligase	https://www.orthodb.org/v10?query=334524at4890
62977at4890	U3 small nucleolar RNA-associated protein 25	https://www.orthodb.org/v10?query=62977at4890
312366at4890	Phosphoribosylglycinamide formyltransferase	https://www.orthodb.org/v10?query=312366at4890
111241at4890	Sterile alpha motif domain	https://www.orthodb.org/v10?query=111241at4890
186288at4890	Sec1-like protein	https://www.orthodb.org/v10?query=186288at4890
112406at4890	tRNA (Uracil-O(2)-)-methyltransferase	https://www.orthodb.org/v10?query=112406at4890
126232at4890	Vam6/VPS39/TRAP1 family	https://www.orthodb.org/v10?query=126232at4890
279698at4890	Phosphoribosylaminoimidazole-succinocarboxamide synthase	https://www.orthodb.org/v10?query=279698at4890
276376at4890	Cyclin-D1-binding protein 1	https://www.orthodb.org/v10?query=276376at4890
237107at4890	Exocyst complex component Sec6	https://www.orthodb.org/v10?query=237107at4890
310395at4890	GPI-anchored wall transfer protein	https://www.orthodb.org/v10?query=310395at4890
328128at4890	DUF1742-domain-containing protein	https://www.orthodb.org/v10?query=328128at4890
309526at4890	DnaJ domain	https://www.orthodb.org/v10?query=309526at4890
8502at4890	L-aminoadipate-semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=8502at4890
319777at4890	Ubiquitin-conjugating enzyme E2 N	https://www.orthodb.org/v10?query=319777at4890
359423at4890	Phosducin family protein	https://www.orthodb.org/v10?query=359423at4890
231583at4890	Probable mitochondrial transport protein	https://www.orthodb.org/v10?query=231583at4890
287911at4890	Target SNARE coiled-coil homology domain	https://www.orthodb.org/v10?query=287911at4890
66172at4890	Ubiquitin carboxyl-terminal hydrolase	https://www.orthodb.org/v10?query=66172at4890
328980at4890	snare-like protein	https://www.orthodb.org/v10?query=328980at4890
317878at4890	6,7-dimethyl-8-ribityllumazine synthase	https://www.orthodb.org/v10?query=317878at4890
143660at4890	Pre-mRNA-splicing factor prp1	https://www.orthodb.org/v10?query=143660at4890
33573at4890	Helicase, C-terminal	https://www.orthodb.org/v10?query=33573at4890
182975at4890	Glucose-6-phosphate 1-dehydrogenase	https://www.orthodb.org/v10?query=182975at4890
6263at4890	DNA polymerase epsilon catalytic subunit	https://www.orthodb.org/v10?query=6263at4890
313359at4890	AAR2, C-terminal	https://www.orthodb.org/v10?query=313359at4890
279318at4890	18S rRNA (Guanine(1575)-N(7))-methyltransferase	https://www.orthodb.org/v10?query=279318at4890
190257at4890	SNU66/SART1 family	https://www.orthodb.org/v10?query=190257at4890
61824at4890	Electron transfer flavoprotein-ubiquinone oxidoreductase	https://www.orthodb.org/v10?query=61824at4890
234447at4890	Ribosome production factor 1	https://www.orthodb.org/v10?query=234447at4890
345038at4890	Nucleolar protein 16	https://www.orthodb.org/v10?query=345038at4890
276385at4890	Peroxisomal biogenesis factor 3	https://www.orthodb.org/v10?query=276385at4890
208457at4890	Mitochondrial import inner membrane translocase subunit tim50	https://www.orthodb.org/v10?query=208457at4890
337838at4890	Multiprotein-bridging factor 1	https://www.orthodb.org/v10?query=337838at4890
245473at4890	Auxin efflux carrier	https://www.orthodb.org/v10?query=245473at4890
39044at4890	WHIM2 domain	https://www.orthodb.org/v10?query=39044at4890
296824at4890	Signal recognition particle subunit SRP72	https://www.orthodb.org/v10?query=296824at4890
252904at4890	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	https://www.orthodb.org/v10?query=252904at4890
335047at4890	Frataxin	https://www.orthodb.org/v10?query=335047at4890
33896at4890	Structural maintenance of chromosomes protein	https://www.orthodb.org/v10?query=33896at4890
168738at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=168738at4890
160285at4890	26S proteasome non-ATPase regulatory subunit 3	https://www.orthodb.org/v10?query=160285at4890
351447at4890	Mitochondrial genome maintenance protein Mgr2	https://www.orthodb.org/v10?query=351447at4890
288300at4890	Dual specificity phosphatase	https://www.orthodb.org/v10?query=288300at4890
8809at4890	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=8809at4890
292696at4890	Pre-mRNA-splicing factor slt11	https://www.orthodb.org/v10?query=292696at4890
108478at4890	DNA polymerase epsilon subunit B	https://www.orthodb.org/v10?query=108478at4890
348370at4890	Nucleolar protein 12	https://www.orthodb.org/v10?query=348370at4890
171623at4890	RNA recognition motif domain	https://www.orthodb.org/v10?query=171623at4890
205531at4890	Low-temperature viability protein ltv1	https://www.orthodb.org/v10?query=205531at4890
131248at4890	tRNA (guanine(37)-N1)-methyltransferase	https://www.orthodb.org/v10?query=131248at4890
25264at4890	ABC transporter type 1, transmembrane domain	https://www.orthodb.org/v10?query=25264at4890
192098at4890	Arginase	https://www.orthodb.org/v10?query=192098at4890
162825at4890	Spindle pole body component alp14	https://www.orthodb.org/v10?query=162825at4890
220544at4890	Zinc carboxypeptidase	https://www.orthodb.org/v10?query=220544at4890
312932at4890	Phosphatidylinositol glycan, class U	https://www.orthodb.org/v10?query=312932at4890
280584at4890	SH3 domain	https://www.orthodb.org/v10?query=280584at4890
163995at4890	DNA polymerase alpha/epsilon, subunit B	https://www.orthodb.org/v10?query=163995at4890
3995at4890	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=3995at4890
241147at4890	glycosyltransferase family 50 protein	https://www.orthodb.org/v10?query=241147at4890
160326at4890	Zinc finger, DBF-type	https://www.orthodb.org/v10?query=160326at4890
174612at4890	LMBR1-like membrane protein	https://www.orthodb.org/v10?query=174612at4890
260824at4890	DnaJ domain	https://www.orthodb.org/v10?query=260824at4890
269917at4890	AP complex subunit beta	https://www.orthodb.org/v10?query=269917at4890
334859at4890	Nuclear cap-binding protein subunit 2	https://www.orthodb.org/v10?query=334859at4890
255895at4890	Choline-phosphate cytidylyltransferase	https://www.orthodb.org/v10?query=255895at4890
78494at4890	Ras guanine nucleotide exchange factor domain superfamily	https://www.orthodb.org/v10?query=78494at4890
167856at4890	Topoisomerase II-associated protein PAT1	https://www.orthodb.org/v10?query=167856at4890
73698at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=73698at4890
30240at4890	Alanine--tRNA ligase	https://www.orthodb.org/v10?query=30240at4890
321052at4890	Mitochondrial GTPase 1	https://www.orthodb.org/v10?query=321052at4890
269562at4890	DNA glycosylase	https://www.orthodb.org/v10?query=269562at4890
282074at4890	Calcium-binding protein NCS-1	https://www.orthodb.org/v10?query=282074at4890
316963at4890	AMMECR1	https://www.orthodb.org/v10?query=316963at4890
222945at4890	DNA damage checkpoint control protein RAD17	https://www.orthodb.org/v10?query=222945at4890
350610at4890	Peroxisomal membrane protein 14	https://www.orthodb.org/v10?query=350610at4890
216166at4890	Pyruvate dehydrogenase E1 component subunit beta	https://www.orthodb.org/v10?query=216166at4890
15077at4890	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal	https://www.orthodb.org/v10?query=15077at4890
314055at4890	Ribosomal protein L5	https://www.orthodb.org/v10?query=314055at4890
357107at4890	Zinc finger C2H2-type	https://www.orthodb.org/v10?query=357107at4890
18627at4890	ATP-dependent RNA helicase DOB1	https://www.orthodb.org/v10?query=18627at4890
277287at4890	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=277287at4890
251484at4890	electron transfer flavoprotein beta-subunit	https://www.orthodb.org/v10?query=251484at4890
323797at4890	RNA polymerase II-binding domain	https://www.orthodb.org/v10?query=323797at4890
220407at4890	Ribose 5-phosphate isomerase A	https://www.orthodb.org/v10?query=220407at4890
321013at4890	Cleavage stimulation factor subunit 2	https://www.orthodb.org/v10?query=321013at4890
144717at4890	DNA primase	https://www.orthodb.org/v10?query=144717at4890
350378at4890	Snf7 family	https://www.orthodb.org/v10?query=350378at4890
12223at4890	Nucleoporin	https://www.orthodb.org/v10?query=12223at4890
200843at4890	Protein EFR3	https://www.orthodb.org/v10?query=200843at4890
174132at4890	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=174132at4890
230342at4890	Ribosomal protein L24	https://www.orthodb.org/v10?query=230342at4890
112174at4890	Protein kinase domain	https://www.orthodb.org/v10?query=112174at4890
364986at4890	actin lateral binding protein	https://www.orthodb.org/v10?query=364986at4890
47615at4890	AP-3 complex subunit delta	https://www.orthodb.org/v10?query=47615at4890
102546at4890	Nuclear pore complex subunit	https://www.orthodb.org/v10?query=102546at4890
293843at4890	Leo1-like protein	https://www.orthodb.org/v10?query=293843at4890
65698at4890	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=65698at4890
207103at4890	Uricase	https://www.orthodb.org/v10?query=207103at4890
154576at4890	Carbamoyl-phosphate synthase arginine-specific small chain	https://www.orthodb.org/v10?query=154576at4890
322875at4890	Actin-related protein 2/3 complex subunit 4	https://www.orthodb.org/v10?query=322875at4890
251523at4890	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=251523at4890
125901at4890	Vps52	https://www.orthodb.org/v10?query=125901at4890
291022at4890	Ubiquitin-conjugating enzyme E2-18 kDa	https://www.orthodb.org/v10?query=291022at4890
87743at4890	3'-5' exonuclease activity	https://www.orthodb.org/v10?query=87743at4890
160338at4890	Sensitive to high expression protein 9, mitochondrial	https://www.orthodb.org/v10?query=160338at4890
346367at4890	Regulator of phospholipase D SRF1	https://www.orthodb.org/v10?query=346367at4890
42840at4890	Histone-lysine N-methyltransferase	https://www.orthodb.org/v10?query=42840at4890
295130at4890	Ubiquitin-conjugating enzyme E2 8	https://www.orthodb.org/v10?query=295130at4890
331531at4890	UDP-N-acetylglucosamine transferase subunit ALG14	https://www.orthodb.org/v10?query=331531at4890
185520at4890	UbiB domain	https://www.orthodb.org/v10?query=185520at4890
116626at4890	Cysteine desulfurase	https://www.orthodb.org/v10?query=116626at4890
306234at4890	Transcriptional activator	https://www.orthodb.org/v10?query=306234at4890
36111at4890	WD40/YVTN repeat-like-containing domain superfamily	https://www.orthodb.org/v10?query=36111at4890
286118at4890	NAD kinase	https://www.orthodb.org/v10?query=286118at4890
151239at4890	kinase-like protein	https://www.orthodb.org/v10?query=151239at4890
67529at4890	YAP-binding/ALF4/Glomulin	https://www.orthodb.org/v10?query=67529at4890
234735at4890	Protein kinase domain	https://www.orthodb.org/v10?query=234735at4890
198700at4890	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=198700at4890
340003at4890	Acyl-CoA N-acyltransferase	https://www.orthodb.org/v10?query=340003at4890
329005at4890	Cytochrome c	https://www.orthodb.org/v10?query=329005at4890
133089at4890	Protein phosphatase PP2A regulatory subunit B	https://www.orthodb.org/v10?query=133089at4890
156342at4890	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=156342at4890
300130at4890	Nucleolar, Nop52	https://www.orthodb.org/v10?query=300130at4890
169786at4890	Cwf19-like, C-terminal domain-1	https://www.orthodb.org/v10?query=169786at4890
62803at4890	Dedicator of cytokinesis	https://www.orthodb.org/v10?query=62803at4890
191629at4890	Nucleoside transporter	https://www.orthodb.org/v10?query=191629at4890
287912at4890	Monothiol glutaredoxin-4	https://www.orthodb.org/v10?query=287912at4890
