#name=mucoromycota_odb10
#domain=eukaryota
#creation_date=2020-08-05
#number_of_BUSCOs=1614
#number_of_species=21
#max_intron=60000
#max_seq_len=70000
#Model_ID	Description	Link
17566at1913637	NADH dehydrogenase (Ubiquinone) complex I, assembly factor 6	https://www.orthodb.org/v10?query=17566at1913637
29821at1913637	Srp40, C-terminal	https://www.orthodb.org/v10?query=29821at1913637
18175at1913637	Ribosome maturation protein SBDS, N-terminal	https://www.orthodb.org/v10?query=18175at1913637
24188at1913637	RNA-binding S4 domain	https://www.orthodb.org/v10?query=24188at1913637
12536at1913637	Mannosyltransferase	https://www.orthodb.org/v10?query=12536at1913637
9576at1913637	Prephenate dehydrogenase	https://www.orthodb.org/v10?query=9576at1913637
20934at1913637	Nitric oxide synthase-interacting protein	https://www.orthodb.org/v10?query=20934at1913637
27963at1913637	mitochondrial ribosomal protein L28-domain-containing protein	https://www.orthodb.org/v10?query=27963at1913637
21195at1913637	Exosome complex component RRP43	https://www.orthodb.org/v10?query=21195at1913637
20978at1913637	25S rRNA adenine-N(1) methyltransferase	https://www.orthodb.org/v10?query=20978at1913637
9958at1913637	Transcription factor tfiih complex subunit tfb1	https://www.orthodb.org/v10?query=9958at1913637
12844at1913637	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase	https://www.orthodb.org/v10?query=12844at1913637
8485at1913637	Zinc finger, CCHC-type	https://www.orthodb.org/v10?query=8485at1913637
12864at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=12864at1913637
18528at1913637	Molybdenum cofactor sulfurase, C-terminal	https://www.orthodb.org/v10?query=18528at1913637
8508at1913637	seryl-tRNA synthetase	https://www.orthodb.org/v10?query=8508at1913637
14038at1913637	Exocyst complex component Sec5-domain-containing protein	https://www.orthodb.org/v10?query=14038at1913637
23537at1913637	Small GTPase superfamily, ARF/SAR type	https://www.orthodb.org/v10?query=23537at1913637
7973at1913637	glutamyl-tRNA synthetase	https://www.orthodb.org/v10?query=7973at1913637
28388at1913637	Dnaj heat shock n-terminal domain-containingprotein	https://www.orthodb.org/v10?query=28388at1913637
24822at1913637	Mitotic spindle-associated MMXD complex subunit MIP18	https://www.orthodb.org/v10?query=24822at1913637
19962at1913637	NAD(P)-binding protein	https://www.orthodb.org/v10?query=19962at1913637
24496at1913637	putative RET3-coatomer complex zeta chain	https://www.orthodb.org/v10?query=24496at1913637
16712at1913637	Mur ligase	https://www.orthodb.org/v10?query=16712at1913637
11303at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=11303at1913637
21045at1913637	Integral membrane protein DUF92-domain-containing protein	https://www.orthodb.org/v10?query=21045at1913637
1171at1913637	valyl-tRNA synthetase	https://www.orthodb.org/v10?query=1171at1913637
3556at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=3556at1913637
2312at1913637	Pre-mRNA-processing factor 6-like	https://www.orthodb.org/v10?query=2312at1913637
11229at1913637	thiolase	https://www.orthodb.org/v10?query=11229at1913637
6944at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=6944at1913637
8064at1913637	tRNA (guanine(26)-N(2))-dimethyltransferase	https://www.orthodb.org/v10?query=8064at1913637
12666at1913637	Deoxyhypusine synthase	https://www.orthodb.org/v10?query=12666at1913637
476at1913637	Chromo domain	https://www.orthodb.org/v10?query=476at1913637
7449at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=7449at1913637
19395at1913637	gamma-secretase subunit Aph-1	https://www.orthodb.org/v10?query=19395at1913637
26261at1913637	Zinc finger C2H2-type	https://www.orthodb.org/v10?query=26261at1913637
16013at1913637	actin family	https://www.orthodb.org/v10?query=16013at1913637
51at1913637	pre-mRNA-processing-splicing factor 8	https://www.orthodb.org/v10?query=51at1913637
16538at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=16538at1913637
18777at1913637	TatSF1-like	https://www.orthodb.org/v10?query=18777at1913637
20132at1913637	F-actin capping protein, beta subunit	https://www.orthodb.org/v10?query=20132at1913637
6719at1913637	small subunit of carbamoyl-phosphate synthase	https://www.orthodb.org/v10?query=6719at1913637
16869at1913637	DNA-directed RNA polymerase III subunit RPC5	https://www.orthodb.org/v10?query=16869at1913637
19375at1913637	tRNA (Cytosine(38)-C(5))-methyltransferase isoform X4	https://www.orthodb.org/v10?query=19375at1913637
15897at1913637	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=15897at1913637
30190at1913637	bola-like protein	https://www.orthodb.org/v10?query=30190at1913637
20570at1913637	Palmitoyl-protein thioesterase 1	https://www.orthodb.org/v10?query=20570at1913637
17988at1913637	Ribosomal protein S2, flavodoxin-like domain-containing protein	https://www.orthodb.org/v10?query=17988at1913637
16184at1913637	A1 cistron-splicing factor	https://www.orthodb.org/v10?query=16184at1913637
6008at1913637	Phenylalanyl-tRNA synthetase	https://www.orthodb.org/v10?query=6008at1913637
7209at1913637	Aspartate aminotransferase	https://www.orthodb.org/v10?query=7209at1913637
1333at1913637	DNA replication factor Dna2-domain-containing protein	https://www.orthodb.org/v10?query=1333at1913637
10335at1913637	Winged helix-like DNA-binding domain superfamily	https://www.orthodb.org/v10?query=10335at1913637
7102at1913637	Adenylosuccinate lyase	https://www.orthodb.org/v10?query=7102at1913637
3937at1913637	acetoacetate-CoA ligase	https://www.orthodb.org/v10?query=3937at1913637
2341at1913637	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=2341at1913637
5463at1913637	armadillo-type protein	https://www.orthodb.org/v10?query=5463at1913637
27471at1913637	Ubiquitin-like protein ATG12	https://www.orthodb.org/v10?query=27471at1913637
12578at1913637	Queuosine salvage protein	https://www.orthodb.org/v10?query=12578at1913637
13972at1913637	Sensitive to high expression protein 9, mitochondrial	https://www.orthodb.org/v10?query=13972at1913637
15612at1913637	Kinase-like domain-containing protein	https://www.orthodb.org/v10?query=15612at1913637
9730at1913637	UbiB domain	https://www.orthodb.org/v10?query=9730at1913637
10923at1913637	Methionine aminopeptidase 2	https://www.orthodb.org/v10?query=10923at1913637
3714at1913637	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1	https://www.orthodb.org/v10?query=3714at1913637
12162at1913637	Peroxisome assembly protein 12	https://www.orthodb.org/v10?query=12162at1913637
14093at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=14093at1913637
3527at1913637	Symplekin/Pta1	https://www.orthodb.org/v10?query=3527at1913637
10942at1913637	4-hydroxybenzoate polyprenyltransferase, mitochondrial	https://www.orthodb.org/v10?query=10942at1913637
15547at1913637	thioredoxin-like 	https://www.orthodb.org/v10?query=15547at1913637
0at1913637	Midasin	https://www.orthodb.org/v10?query=0at1913637
9937at1913637	Metallo-dependent phosphatase-like protein	https://www.orthodb.org/v10?query=9937at1913637
10099at1913637	Beta-catenin-like protein 1	https://www.orthodb.org/v10?query=10099at1913637
5827at1913637	Kynurenine 3-monooxygenase	https://www.orthodb.org/v10?query=5827at1913637
23402at1913637	Ubiquitin-conjugating enzyme/RWD-like protein	https://www.orthodb.org/v10?query=23402at1913637
15204at1913637	Diphthine synthase	https://www.orthodb.org/v10?query=15204at1913637
6465at1913637	Iron hydrogenase	https://www.orthodb.org/v10?query=6465at1913637
16189at1913637	Zinc finger, CCCH-type	https://www.orthodb.org/v10?query=16189at1913637
2199at1913637	DNA helicase	https://www.orthodb.org/v10?query=2199at1913637
26028at1913637	Putative tRNA (Guanine(37)-N1)-methyltransferase	https://www.orthodb.org/v10?query=26028at1913637
1444at1913637	leucyl-tRNA synthetase	https://www.orthodb.org/v10?query=1444at1913637
2233at1913637	pyridoxal phosphate-dependent transferase	https://www.orthodb.org/v10?query=2233at1913637
22650at1913637	Thiol methyltransferase 2	https://www.orthodb.org/v10?query=22650at1913637
17413at1913637	DHS-like NAD/FAD-binding domain-containing protein	https://www.orthodb.org/v10?query=17413at1913637
19009at1913637	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=19009at1913637
17943at1913637	ATP-NAD kinase	https://www.orthodb.org/v10?query=17943at1913637
28822at1913637	upf0414 transmembrane protein	https://www.orthodb.org/v10?query=28822at1913637
15684at1913637	ubiquinone biosynthesis O-methyltransferase	https://www.orthodb.org/v10?query=15684at1913637
7411at1913637	WD40-repeat-containing domain	https://www.orthodb.org/v10?query=7411at1913637
2089at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=2089at1913637
11752at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=11752at1913637
2454at1913637	Pre-mRNA splicing factor Syf-1	https://www.orthodb.org/v10?query=2454at1913637
3912at1913637	C2 domain	https://www.orthodb.org/v10?query=3912at1913637
3044at1913637	TPR-like protein	https://www.orthodb.org/v10?query=3044at1913637
16434at1913637	Peroxin/Ferlin domain	https://www.orthodb.org/v10?query=16434at1913637
12980at1913637	Programmed cell death protein 2	https://www.orthodb.org/v10?query=12980at1913637
9385at1913637	branched-chain alpha-ketoacid dehydrogenase	https://www.orthodb.org/v10?query=9385at1913637
6153at1913637	Myo-inositol-1-phosphate synthase	https://www.orthodb.org/v10?query=6153at1913637
17775at1913637	methanol dehydrogenase regulatory protein	https://www.orthodb.org/v10?query=17775at1913637
14764at1913637	Histone acetyltransferase type B catalytic subunit	https://www.orthodb.org/v10?query=14764at1913637
23354at1913637	3-oxo-5-alpha-steroid 4-dehydrogenase	https://www.orthodb.org/v10?query=23354at1913637
4300at1913637	Spindle pole body component	https://www.orthodb.org/v10?query=4300at1913637
26919at1913637	Protein GET1	https://www.orthodb.org/v10?query=26919at1913637
21579at1913637	vacuole protein	https://www.orthodb.org/v10?query=21579at1913637
28132at1913637	Prosome, macropain 26S subunit non-ATPase 9	https://www.orthodb.org/v10?query=28132at1913637
8115at1913637	acyltransferase ChoActase/COT/CPT	https://www.orthodb.org/v10?query=8115at1913637
18656at1913637	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=18656at1913637
18844at1913637	Protein BCP1	https://www.orthodb.org/v10?query=18844at1913637
13920at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=13920at1913637
17555at1913637	protoheme IX farnesyltransferase	https://www.orthodb.org/v10?query=17555at1913637
19129at1913637	CTLH, C-terminal LisH motif	https://www.orthodb.org/v10?query=19129at1913637
14417at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=14417at1913637
13648at1913637	Flap endonuclease 1	https://www.orthodb.org/v10?query=13648at1913637
17134at1913637	pre-mRNA processing factor 3-domain-containing protein	https://www.orthodb.org/v10?query=17134at1913637
23569at1913637	TRAPP I complex	https://www.orthodb.org/v10?query=23569at1913637
3930at1913637	Exocyst complex protein EXO70	https://www.orthodb.org/v10?query=3930at1913637
11902at1913637	Ribonuclease H superfamily	https://www.orthodb.org/v10?query=11902at1913637
15948at1913637	Spermidine synthase	https://www.orthodb.org/v10?query=15948at1913637
12537at1913637	Serine/threonine-protein phosphatase	https://www.orthodb.org/v10?query=12537at1913637
26652at1913637	cytoplasmic protein	https://www.orthodb.org/v10?query=26652at1913637
353at1913637	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=353at1913637
2148at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=2148at1913637
3507at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=3507at1913637
2567at1913637	Exocyst complex component Sec5-domain-containing protein	https://www.orthodb.org/v10?query=2567at1913637
14516at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=14516at1913637
13071at1913637	putative alanine racemase-domain-containing protein	https://www.orthodb.org/v10?query=13071at1913637
9611at1913637	Galactose-1-phosphate uridylyltransferase	https://www.orthodb.org/v10?query=9611at1913637
10622at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=10622at1913637
6409at1913637	anthranilate synthase component I	https://www.orthodb.org/v10?query=6409at1913637
13145at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=13145at1913637
4775at1913637	T-complex protein 1 theta subunit	https://www.orthodb.org/v10?query=4775at1913637
24686at1913637	Ribosomal protein L10P	https://www.orthodb.org/v10?query=24686at1913637
9233at1913637	Mid region of cactin-domain-containing protein	https://www.orthodb.org/v10?query=9233at1913637
17355at1913637	Phospholipid scramblase	https://www.orthodb.org/v10?query=17355at1913637
25522at1913637	Ribosomal protein L13	https://www.orthodb.org/v10?query=25522at1913637
29281at1913637	membrane protein	https://www.orthodb.org/v10?query=29281at1913637
10053at1913637	Eukaryotic translation initiation factor 2A	https://www.orthodb.org/v10?query=10053at1913637
3397at1913637	Mitochondrial Rho GTPase	https://www.orthodb.org/v10?query=3397at1913637
350at1913637	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=350at1913637
29766at1913637	mitochondrial distribution/morphology family 35/apoptosis	https://www.orthodb.org/v10?query=29766at1913637
11131at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=11131at1913637
17723at1913637	Ribonuclease Nob1, eukaryote	https://www.orthodb.org/v10?query=17723at1913637
2209at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=2209at1913637
9668at1913637	tubulin nucleotide-binding domain-like protein	https://www.orthodb.org/v10?query=9668at1913637
2648at1913637	Cleavage and polyadenylation specificity factor subunit 2	https://www.orthodb.org/v10?query=2648at1913637
2206at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=2206at1913637
14642at1913637	GPN-loop GTPase	https://www.orthodb.org/v10?query=14642at1913637
9618at1913637	Serine/threonine-protein kinase RIO1	https://www.orthodb.org/v10?query=9618at1913637
24303at1913637	Mitochondrial homologous recombination protein 1	https://www.orthodb.org/v10?query=24303at1913637
1415at1913637	Putative Glyceraldehyde-3-phosphate dehydrogenase-like C-terminal domain-containing protein	https://www.orthodb.org/v10?query=1415at1913637
25446at1913637	Peptidyl-prolyl cis-trans isomerase	https://www.orthodb.org/v10?query=25446at1913637
24872at1913637	Mitochondrial PGP phosphatase-domain-containing protein	https://www.orthodb.org/v10?query=24872at1913637
21328at1913637	NADH-ubiquinone oxidoreductase	https://www.orthodb.org/v10?query=21328at1913637
27552at1913637	A0A2I1FTI6_9GLOM	https://www.orthodb.org/v10?query=27552at1913637
4428at1913637	Transcription factor IIIC subunit delta N-term-domain-containing protein	https://www.orthodb.org/v10?query=4428at1913637
3518at1913637	general vesicular transport factor p115	https://www.orthodb.org/v10?query=3518at1913637
8885at1913637	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	https://www.orthodb.org/v10?query=8885at1913637
6217at1913637	Methylcrotonoyl-CoA carboxylase beta chain	https://www.orthodb.org/v10?query=6217at1913637
13993at1913637	Dihydrolipoyllysine-residue succinyltransferase E2 component	https://www.orthodb.org/v10?query=13993at1913637
1516at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=1516at1913637
7178at1913637	Actin family	https://www.orthodb.org/v10?query=7178at1913637
3943at1913637	RNB-domain-containing protein	https://www.orthodb.org/v10?query=3943at1913637
11270at1913637	Mitochondrial distribution and morphology protein 10	https://www.orthodb.org/v10?query=11270at1913637
27418at1913637	DNA-directed RNA polymerase subunit	https://www.orthodb.org/v10?query=27418at1913637
21720at1913637	DUF814-domain-containing protein	https://www.orthodb.org/v10?query=21720at1913637
1555at1913637	Tetratricopeptide repeat	https://www.orthodb.org/v10?query=1555at1913637
12982at1913637	jumonji domain containing 6	https://www.orthodb.org/v10?query=12982at1913637
10784at1913637	succinic semialdehyde dehydrogenase	https://www.orthodb.org/v10?query=10784at1913637
29747at1913637	zinc-finger domain-domain-containing protein	https://www.orthodb.org/v10?query=29747at1913637
17307at1913637	NICE-3 predicted	https://www.orthodb.org/v10?query=17307at1913637
26984at1913637	RNA-binding domain-containing protein	https://www.orthodb.org/v10?query=26984at1913637
28869at1913637	Complex 1 LYR protein	https://www.orthodb.org/v10?query=28869at1913637
11428at1913637	Obg-like ATPase 1	https://www.orthodb.org/v10?query=11428at1913637
18398at1913637	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=18398at1913637
15700at1913637	Methyltransferase-like protein	https://www.orthodb.org/v10?query=15700at1913637
23329at1913637	Actin-related protein 2/3 complex subunit 4	https://www.orthodb.org/v10?query=23329at1913637
9130at1913637	actin-like ATPase domain-containing protein	https://www.orthodb.org/v10?query=9130at1913637
20098at1913637	Proteasome subunit alpha type	https://www.orthodb.org/v10?query=20098at1913637
8479at1913637	Uridine kinase	https://www.orthodb.org/v10?query=8479at1913637
21040at1913637	transcription factor TFIID complex subunit 8 C-term-domain-containing protein	https://www.orthodb.org/v10?query=21040at1913637
26420at1913637	30S ribosomal protein S12	https://www.orthodb.org/v10?query=26420at1913637
13714at1913637	Eukaryotic translation initiation factor 3 subunit F	https://www.orthodb.org/v10?query=13714at1913637
12008at1913637	Methylthioribose-1-phosphate isomerase	https://www.orthodb.org/v10?query=12008at1913637
28875at1913637	Thioredoxin-like superfamily	https://www.orthodb.org/v10?query=28875at1913637
3968at1913637	dymeclin-like	https://www.orthodb.org/v10?query=3968at1913637
22066at1913637	Gamma-glutamylcyclotransferase	https://www.orthodb.org/v10?query=22066at1913637
6012at1913637	Sec1-like protein	https://www.orthodb.org/v10?query=6012at1913637
4310at1913637	Multifunctional tryptophan biosynthesis protein	https://www.orthodb.org/v10?query=4310at1913637
27239at1913637	MIOREX complex component 11	https://www.orthodb.org/v10?query=27239at1913637
14716at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=14716at1913637
17359at1913637	DNA glycosylase	https://www.orthodb.org/v10?query=17359at1913637
12457at1913637	Rab-GTPase-TBC domain	https://www.orthodb.org/v10?query=12457at1913637
26545at1913637	Charged multivesicular body protein 3	https://www.orthodb.org/v10?query=26545at1913637
28723at1913637	Nucleic acid-binding protein	https://www.orthodb.org/v10?query=28723at1913637
13390at1913637	RED-like, N-terminal	https://www.orthodb.org/v10?query=13390at1913637
4013at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=4013at1913637
15668at1913637	rRNA adenine N(6)-methyltransferase	https://www.orthodb.org/v10?query=15668at1913637
4004at1913637	DNA helicase	https://www.orthodb.org/v10?query=4004at1913637
766at1913637	isoleucyl-tRNA synthetase	https://www.orthodb.org/v10?query=766at1913637
25025at1913637	Conserved fungal protein	https://www.orthodb.org/v10?query=25025at1913637
7383at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=7383at1913637
22829at1913637	Peptidyl-prolyl cis-trans isomerase	https://www.orthodb.org/v10?query=22829at1913637
1868at1913637	glycoside hydrolase family 5 protein	https://www.orthodb.org/v10?query=1868at1913637
5523at1913637	T-complex protein 1 zeta subunit	https://www.orthodb.org/v10?query=5523at1913637
13262at1913637	Thiolase	https://www.orthodb.org/v10?query=13262at1913637
8498at1913637	proteasome regulatory subunit C-terminal-domain-containing protein	https://www.orthodb.org/v10?query=8498at1913637
17869at1913637	Ribonuclease H-like domain-containing protein	https://www.orthodb.org/v10?query=17869at1913637
3523at1913637	mismatch repair protein	https://www.orthodb.org/v10?query=3523at1913637
11996at1913637	Vacuolar fusion protein ccz1 homolog	https://www.orthodb.org/v10?query=11996at1913637
29837at1913637	U9TVC4_RHIID	https://www.orthodb.org/v10?query=29837at1913637
30033at1913637	U1 small nuclear ribonucleoprotein C	https://www.orthodb.org/v10?query=30033at1913637
22378at1913637	Protein transport protein BOS1	https://www.orthodb.org/v10?query=22378at1913637
4193at1913637	Elongator complex protein 3	https://www.orthodb.org/v10?query=4193at1913637
20941at1913637	SNARE	https://www.orthodb.org/v10?query=20941at1913637
17482at1913637	Orotidine 5'-phosphate decarboxylase	https://www.orthodb.org/v10?query=17482at1913637
21914at1913637	cyclin-like protein	https://www.orthodb.org/v10?query=21914at1913637
1904at1913637	SNF2-related, N-terminal domain	https://www.orthodb.org/v10?query=1904at1913637
23808at1913637	Putative ubiquitin-conjugating enzyme E2 W-like protein	https://www.orthodb.org/v10?query=23808at1913637
17111at1913637	Testis-expressed sequence 10 protein	https://www.orthodb.org/v10?query=17111at1913637
11095at1913637	GPI-anchored wall transfer protein	https://www.orthodb.org/v10?query=11095at1913637
20109at1913637	Rhodanese-like protein	https://www.orthodb.org/v10?query=20109at1913637
30058at1913637	conserved hypothetical protein	https://www.orthodb.org/v10?query=30058at1913637
5771at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=5771at1913637
15084at1913637	acyltransferase-domain-containing protein	https://www.orthodb.org/v10?query=15084at1913637
6151at1913637	Indoleamine 2,3-dioxygenase	https://www.orthodb.org/v10?query=6151at1913637
3756at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=3756at1913637
28738at1913637	glucocorticoid receptor-like (DNA-binding domain)	https://www.orthodb.org/v10?query=28738at1913637
23580at1913637	Putative ADP-ribosylation factor-like 2-like protein	https://www.orthodb.org/v10?query=23580at1913637
7105at1913637	putative hydroxymethylpyrimidine/phosphomethylpyrimidine kinase 2	https://www.orthodb.org/v10?query=7105at1913637
4189at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=4189at1913637
1056at1913637	Nrap protein	https://www.orthodb.org/v10?query=1056at1913637
17107at1913637	nuclear protein DGCR14	https://www.orthodb.org/v10?query=17107at1913637
22007at1913637	Duf6 domain	https://www.orthodb.org/v10?query=22007at1913637
293at1913637	Serine/threonine-protein kinase	https://www.orthodb.org/v10?query=293at1913637
1328at1913637	leucyl-tRNA synthetase	https://www.orthodb.org/v10?query=1328at1913637
25101at1913637	Ribonuclease P/MRP protein subunit POP5	https://www.orthodb.org/v10?query=25101at1913637
27805at1913637	Prefoldin	https://www.orthodb.org/v10?query=27805at1913637
11306at1913637	isocitrate dehydrogenase NAD-dependent subunit 2	https://www.orthodb.org/v10?query=11306at1913637
3223at1913637	n-alpha-acetyltransferase auxiliary subunit	https://www.orthodb.org/v10?query=3223at1913637
28668at1913637	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform X2	https://www.orthodb.org/v10?query=28668at1913637
4867at1913637	Peptidyl-prolyl cis-trans isomerase cyp15	https://www.orthodb.org/v10?query=4867at1913637
17234at1913637	Protein MEMO1	https://www.orthodb.org/v10?query=17234at1913637
10649at1913637	tRNA dimethylallyltransferase	https://www.orthodb.org/v10?query=10649at1913637
15251at1913637	GPN-loop GTPase	https://www.orthodb.org/v10?query=15251at1913637
23298at1913637	Aminotransferase	https://www.orthodb.org/v10?query=23298at1913637
1418at1913637	Coatomer subunit beta	https://www.orthodb.org/v10?query=1418at1913637
13471at1913637	gamma-glutamyl phosphate reductase	https://www.orthodb.org/v10?query=13471at1913637
6753at1913637	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	https://www.orthodb.org/v10?query=6753at1913637
10302at1913637	Glycosyltransferase family 50 protein	https://www.orthodb.org/v10?query=10302at1913637
2626at1913637	cysteinyl-tRNA synthetase	https://www.orthodb.org/v10?query=2626at1913637
11533at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=11533at1913637
16827at1913637	mitochondrial outer membrane protein	https://www.orthodb.org/v10?query=16827at1913637
1499at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=1499at1913637
11568at1913637	putative 26S proteasome regulatory subunit rpn6	https://www.orthodb.org/v10?query=11568at1913637
132at1913637	Sortilin	https://www.orthodb.org/v10?query=132at1913637
7351at1913637	Carboxyl transferase	https://www.orthodb.org/v10?query=7351at1913637
25528at1913637	mRNA triphosphatase CET1	https://www.orthodb.org/v10?query=25528at1913637
3474at1913637	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	https://www.orthodb.org/v10?query=3474at1913637
14704at1913637	Ribokinase-like protein	https://www.orthodb.org/v10?query=14704at1913637
19336at1913637	mitochondrial carrier	https://www.orthodb.org/v10?query=19336at1913637
8601at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=8601at1913637
204at1913637	AAA domain-domain-containing protein	https://www.orthodb.org/v10?query=204at1913637
7751at1913637	Glycylpeptide N-tetradecanoyltransferase	https://www.orthodb.org/v10?query=7751at1913637
22584at1913637	dephospho-CoA kinase	https://www.orthodb.org/v10?query=22584at1913637
21609at1913637	Arv1-like protein	https://www.orthodb.org/v10?query=21609at1913637
7866at1913637	Vitamin B6 photo-protection and homoeostasis-domain-containing protein	https://www.orthodb.org/v10?query=7866at1913637
14129at1913637	mitochondrial carrier	https://www.orthodb.org/v10?query=14129at1913637
1817at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=1817at1913637
18538at1913637	Proteasome component (PCI) domain	https://www.orthodb.org/v10?query=18538at1913637
278at1913637	Ribosome 60S biogenesis N-terminal-domain-containing protein	https://www.orthodb.org/v10?query=278at1913637
1911at1913637	valyl-tRNA synthetase	https://www.orthodb.org/v10?query=1911at1913637
14881at1913637	Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific)	https://www.orthodb.org/v10?query=14881at1913637
3230at1913637	electron-transferring-flavoprotein dehydrogenase	https://www.orthodb.org/v10?query=3230at1913637
14600at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=14600at1913637
23656at1913637	Ribosomal protein L9	https://www.orthodb.org/v10?query=23656at1913637
12649at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=12649at1913637
4711at1913637	arginyl-tRNA synthetase	https://www.orthodb.org/v10?query=4711at1913637
21879at1913637	Solute carrier family 7, member 6 opposite strand	https://www.orthodb.org/v10?query=21879at1913637
521at1913637	Transcription elongation factor Spt6	https://www.orthodb.org/v10?query=521at1913637
8880at1913637	NADH-quinone oxidoreductase, subunit D	https://www.orthodb.org/v10?query=8880at1913637
12479at1913637	WD40-repeat-containing domain protein	https://www.orthodb.org/v10?query=12479at1913637
17288at1913637	Epoxide hydrolase	https://www.orthodb.org/v10?query=17288at1913637
21327at1913637	Atypical dual-specificity phosphatase Siw14-like	https://www.orthodb.org/v10?query=21327at1913637
10at1913637	dynein heavy chain	https://www.orthodb.org/v10?query=10at1913637
4109at1913637	Crossover junction endonuclease mus81	https://www.orthodb.org/v10?query=4109at1913637
5651at1913637	Origin recognition complex subunit 3 N-terminus-domain-containing protein	https://www.orthodb.org/v10?query=5651at1913637
589at1913637	Rapamycin-insensitive companion of mTOR, domain 4	https://www.orthodb.org/v10?query=589at1913637
16154at1913637	rRNA adenine N(6)-methyltransferase	https://www.orthodb.org/v10?query=16154at1913637
18880at1913637	Mitochondrial K+-H+ exchange-related-domain-containing protein	https://www.orthodb.org/v10?query=18880at1913637
28189at1913637	LSM domain, eukaryotic/archaea-type	https://www.orthodb.org/v10?query=28189at1913637
9851at1913637	Alpha/Beta hydrolase protein	https://www.orthodb.org/v10?query=9851at1913637
24690at1913637	duf1115 domain protein	https://www.orthodb.org/v10?query=24690at1913637
23197at1913637	Putative fluoride ion transporter CrcB	https://www.orthodb.org/v10?query=23197at1913637
22417at1913637	Alpha-protein kinase 1-like	https://www.orthodb.org/v10?query=22417at1913637
7169at1913637	Kinase-like protein	https://www.orthodb.org/v10?query=7169at1913637
10953at1913637	Origin recognition complex subunit 5 C-terminus-domain-containing protein	https://www.orthodb.org/v10?query=10953at1913637
17139at1913637	Coatomer subunit epsilon	https://www.orthodb.org/v10?query=17139at1913637
13550at1913637	P-loop containing nucleoside triphosphate hydrolase protein	https://www.orthodb.org/v10?query=13550at1913637
18192at1913637	tRNA-dihydrouridine synthase	https://www.orthodb.org/v10?query=18192at1913637
1495at1913637	Integrator complex subunit 7	https://www.orthodb.org/v10?query=1495at1913637
